label,title,title_translated,content,link,snippet,source,date,keywords,topic
neutral,黃仁勳逛夜市因為沒「人飽」？仁寶雪恥傳獲邀英特爾餐敘,Huang Renxun went to the night market because there was not enough food? Compal avenged its shame and was invited to Intel for dinner,"要聞中心／綜合報導

台北國際電腦展明（4）日登場，英特爾執行長季辛格（Pat Gelsinger）將發表主題演講，並傳出季辛格將在今天宴請11家供應鏈廠商，電子五哥全員到齊，包括未受輝達執行長黃仁勳邀約的仁寶。

英特爾執行長季辛格來台，成為台北國際電腦展焦點。（圖/intel臉書）

輝達（NVIDIA）創辦人黃仁勳30日邀請「電子四哥」晚宴，獨缺仁寶。即將交棒的仁寶董事長許勝雄坦言，仁寶最大的遺憾就是在這波伺服器和AI伺服器中，確實落後同業很多。

仁寶未獲邀引來網友的玩笑話，為什麼黃仁勳和台灣的科技巨頭聚餐之後，還要去逛夜市？因為沒人飽（仁寶）。不過，黃仁勳2日於台大演講時，仁寶的LOGO仍被列在供應鏈背板上。

仁寶雖沒受邀參加黃仁勳的晚宴，但季辛格預計在今天進行的晚宴，傳出仁寶已被列在受邀的名單上。

根據DIGITIMES報導，季辛格宴請的廠商，已經曝光的已有11家，包括廣達、仁寶、英業達、和碩、緯創、緯穎、宏碁、華碩、鴻海、技嘉及微星。由於季辛格行事風格相當低調，即使已經抵台，但沒有任何公開行程，不排除屆時會有更多廠商受邀。

延伸閱讀

台灣價值只剩夜市！黃仁勳狂刷粉 網轟台人「整天意淫他國養出的名人」

全球掀主權AI浪潮 黃仁勳奔走全球拚輝達成長

影/黃仁勳吸大批人潮包圍！日星古川雄輝「同場圍觀」被認出 親切自拍畫面曝",https://tw.news.yahoo.com/%E9%BB%83%E4%BB%81%E5%8B%B3%E9%80%9B%E5%A4%9C%E5%B8%82%E5%9B%A0%E7%82%BA%E6%B2%92-%E4%BA%BA%E9%A3%BD-%E4%BB%81%E5%AF%B6%E9%9B%AA%E6%81%A5%E5%82%B3%E7%8D%B2%E9%82%80%E8%8B%B1%E7%89%B9%E7%88%BE%E9%A4%90%E6%95%98-033434378.html,"台北國際電腦展明（4）日登場，英特爾執行長季辛格（Pat 
Gelsinger）將發表主題演講，並傳出季辛格將在今天宴請11家供應鏈廠商，電子五哥全員到齊，包括未受輝達執行長...",Yahoo新聞,2024年06月03日,"['夜市', '因爲', '雪恥', '黃仁勳']",2
neutral,遭黃仁勳獨漏！ 仁寶雪恥傳「名列英特爾餐敘名單」,"Only Huang Renxun missed it! Compal's revenge ""made the Intel list""","傳基辛格今晚宴請11家供應鏈廠商，仁寶名列其中。

「台北國際電腦展」明天正式登場，英特爾執行長基辛格將發表主題演講，備受市場關注。傳出季辛格今天（3日）晚間將宴請11家供應鏈廠商，仁寶雖然上周被輝達執行長黃仁勳獨漏，但這次基辛格晚宴則如願入列、可以說是成功雪恥。

據了解，基辛格行事風格相當低調，雖然已經在1日提前抵達台灣，但目前唯一確定的公開行程，只有明天將前往「台北國際電腦展」發表主體演講，其他行程都沒有公開。不過外界盛傳，基辛格今晚將宴請11家供應鏈廠商，在流出的名單中，仁寶確定名列其中。

DIGITIMES報導，目前已經曝光的11家廠商，包括廣達、仁寶、英業達、和碩、緯創、緯穎、宏碁、華碩、鴻海、技嘉及微星。不過，媒體報導，到時候也不排除會有更多廠商受邀。

黃仁勳上周四在台北宴請供應鏈廠商，電子五哥（廣達、緯創、和碩、仁寶及英業達）中，只有仁寶不是座上賓。仁寶新任董事長陳瑞聰在隔天的股東會上大嘆感觸很多，坦言這一波發展伺服器和AI伺服器確實落後同業，排名也掉到後面，未來要力拚3年內迎頭趕上。",https://tw.news.yahoo.com/%E9%81%AD%E9%BB%83%E4%BB%81%E5%8B%B3%E7%8D%A8%E6%BC%8F-%E4%BB%81%E5%AF%B6%E9%9B%AA%E6%81%A5%E5%82%B3-%E5%90%8D%E5%88%97%E8%8B%B1%E7%89%B9%E7%88%BE%E9%A4%90%E6%95%98%E5%90%8D%E5%96%AE-042855196.html,「台北國際電腦展」明天正式登場，英特爾執行長基辛格將發表主題演講，備受市場關注。傳出季辛格今天（3日）晚間將宴請11家供應鏈廠商，仁寶雖然上周被輝達執行長...,Yahoo新聞,2024年06月03日,"['黃仁勳', '獨漏', '雪恥', '英特爾']",1
negative,落後AI伺服器成心頭痛！仁寶電子率「600壯士」拚3年趕上，搶接輝達、AMD訂單,"Lagging AI servers are causing headaches! Compal Electronics and its ""600 Warriors"" worked hard for three years to catch up and grab orders from Huida and AMD","「這次我們在伺服器落後了，是我心中的痛。希望未來3年可以打進AI伺服器的供應鏈，搶下四大雲端服務商（Google、Meta、AWS、Microsoft）其中一家的訂單。」仁寶新任董事長陳瑞聰表示。

近期因NVIDIA執行長黃仁勳來台，並宴請多家電子代工廠董座見面，如鴻海董事長劉揚偉、廣達董事長林百里、緯創董事長林憲銘、和碩董事長童子賢等，唯獨缺少和仁寶的會面。

陳瑞聰表示，未來將持續擴增伺服器的研發團隊，力拚3年內趕上進度，雖然現在不是NVIDIA的合作夥伴， 但目前已經有成立逾600人的AI伺服器研發團隊，強化繪圖處理器（GPU）的散熱冷卻系統研發，並且積極爭取和NVIDIA、超微（AMD）和英特爾（Intel）的合作。

仁寶創辦人許勝雄表示，AI已成為目前最熱門的名詞，也大大影響人們的生活，仁寶也會持續以「AI題材」來搶進，繼續在市場上扮演重要角色。

仁寶迎來首位外籍總經理

仁寶經營團隊於股東會後馬上進行董事會進行董事長選舉。創辦人許勝雄卸下董事長一職，改由原副董事長陳瑞聰升任。而總經理也由原本的翁宗斌改為伯納多羅（Anthony Peter Bonadero），成為仁寶首位外籍總經理。

仁寶電腦總經理伯納多羅 圖／ 廠商提供

陳瑞聰任職仁寶電腦副董事長及策略長期間，指導公司策略發展，並佈局仁寶多元化業務及智慧醫療事業，而翁宗斌任總經理期間則發展產品組合優化及獲利改善，過去帶領仁寶2023年營業淨利創下過去6年來新高，未來將轉任顧問。

新任總經理伯納多羅（Anthony Peter Bonadero）之前曾服務於美商戴爾電腦，2009年加入仁寶至今，管理資歷超過15年，2018年起選任為仁寶董事。

有媒體詢問伯納多羅在何種契機下接任總經理？他詼諧的表示：「他（指陳瑞聰）沒有給我任何選擇。」

伯納多羅說，和仁寶已經是很好的朋友，並且非常喜歡仁寶的公司文化，和陳瑞聰也是奮鬥多年的伙伴，未來也會發展對非筆電事業的投資，為仁寶開發更多資源並達成更多的成就。

逐步調降PC占比，追趕AI商機

仁寶在3月的法說會上表示，2023年筆電營收佔比為69%，非筆電營收佔比為31%，目標3年內將筆電營收降到60%，非筆電達到40%，並持續發展高毛利產品。2024年在整體伺服器的營收將會成長3~4成，AI伺服器營收佔整體伺服器預估超過2成。

陳瑞聰表示，電腦業務的營收比重會往下調，然後增長其他業務的收入，如：電動車、伺服器、5G通訊等。另外在毛利率的部分，希望3年內能夠擺脫毛利率3~4.5%，跑到5%。

伯納多羅也表示，仁寶在AI伺服器的領域還有很長一段路要走，未來5~7年不僅要追上同業，也希望成為這個領域的領導者，「目前的競爭對手是技嘉、神達、和碩。我們（仁寶）與他們並列，希望未來可以進入台灣在伺服器的Tier 1（一級供應商）如鴻海、英業達、廣達、緯創。」

值得注意的是，雖然仁寶高層在今年COMPUTEX前夕未與黃仁勳會面，但6/2日的台大演說，輝達在展示合作夥伴清單時並未漏掉仁寶電腦。",https://www.bnext.com.tw/article/79298/compal-shareholders-meeting,筆電代工廠仁寶電腦5月31日舉行股東會和董事改選，原創辦人暨董事長許勝雄退位，由副董事長陳瑞聰接任新董座，總經理則為仁寶首位外籍總經理伯納多羅。,數位時代,2024年06月03日,"['落後', 'ai', '伺服器', '成心']",1
neutral,獨缺黃仁勳晚宴傳仁寶出席英特爾餐敘！11家台廠都受邀,The only missing event is that Jen-Hsun Huang’s dinner party was rumored to be attended by Compal at the Intel dinner party! 11 Taiwanese manufacturers were invited,"財經中心／柯美儀報導

仁寶受邀出席英特爾執行長的供應鏈餐敘。（圖／資料照）

台北國際電腦展將在明（4）日登場，英特爾執行長基辛格（Pat Gelsinger）將發表主題演講，並傳出基辛格將在今日宴請11家供應鏈廠商，其中包括上週被輝達執行長黃仁勳獨漏的仁寶。

黃仁勳於上週四（30日）在台北宴請供應鏈廠商，電子五哥（廣達、緯創、和碩、仁寶、英業達）中獨缺仁寶。不過，昨（2）日黃仁勳演講時，仁寶的LOGO仍被列在供應鏈背板上。

仁寶副董事長陳瑞聰上週則在股東會上表示，仁寶最大的遺憾就是在這波伺服器和AI伺服器中，確實落後同業很多，也因此在電子五哥的排名中漸漸往後，他發現黃仁勳邀約的「四哥」都到齊，唯獨仁寶沒有在內，想起10年前PC時代雙方感情很好，讓他心中很有感觸，許願3年迎頭趕上。

隨著台北國際電腦展將至，基辛格也來台與會，今日將盛大舉辦一場VIP晚宴，邀請多名重量級的供應鏈夥伴，據DIGITIMES報導，目前曝光的11家廠商，包括廣達、仁寶、英業達、和碩、緯創、緯穎、宏碁、華碩、鴻海、技嘉及微星，不排除屆時會有更多廠商受邀。

更多三立新聞網報導

整排都紅的！黃仁勳掀台股明牌旋風 網讚「最強投顧」：快上車

豪吃10斤荔枝驚見「肥蟲」她崩潰！網曝陰影：遇過跳出來的

不是新冠流感！很多小孩高燒3、4天 醫揪元凶

陪朋友面試被相中！卡車司機「意外成空少」扭轉人生",https://tw.news.yahoo.com/%E7%8D%A8%E7%BC%BA%E9%BB%83%E4%BB%81%E5%8B%B3%E6%99%9A%E5%AE%B4-%E5%82%B3%E4%BB%81%E5%AF%B6%E5%87%BA%E5%B8%AD%E8%8B%B1%E7%89%B9%E7%88%BE%E9%A4%90%E6%95%98-11%E5%AE%B6%E5%8F%B0%E5%BB%A0%E9%83%BD%E5%8F%97%E9%82%80-073615468.html,"財經中心／柯美儀報導台北國際電腦展將在明（4）日登場，英特爾執行長基辛格（Pat 
Gelsinger）將發表主題演講，並傳出基辛格將在今日宴請11家供應鏈廠商，其中包括上週...",Yahoo新聞,2024年06月03日,"['家臺', '受邀', '黃仁勳', '晚宴']",1
positive,英特爾夜宴！基辛格看好AI發展：台灣充滿機會仁寶派他出席「雪恥」,"Intel Night Banquet! Kissinger is optimistic about the development of AI: Taiwan is full of opportunities. Compal sent him to attend ""Avenge""","記者程正邦／台北報導

英特爾執行長基辛格說台灣是科技業的中心，未來每家公司都將成為人工智慧公司。

英特爾執行長基辛格（Pat Gelsinger）今晚（3日）在寒舍艾美酒店宴請供應鏈夥伴，受邀名單幾乎涵蓋台灣科技大廠，現場眾星雲集，包括鴻海、廣達、仁寶、英業達、緯創 、和碩、緯穎 、華碩、宏碁、技嘉、微星等皆有高層出席。

個性低調的基辛格難得受訪，他說AI就像25年前的網路一樣，每個產業都迎來轉變，AI市場擁有極佳的發展前景，而台灣是科技業的中心，英特爾在幾年前就已發現台灣市場蘊含著龐大商機，攜手各家合作夥伴一同投入布局。

英特爾執行長基辛格（Pat Gelsinger）在寒舍艾美酒店宴請供應鏈夥伴，左為鴻海董事長劉揚偉。

基辛格認為，AI的發展趨勢目前已非常穩定，「未來每家公司都將成為人工智慧公司」，隨著投入AI的比率不斷上升，各家大廠也將迎來更多的機會。值得一提的是，先前未受邀輝達執行長黃仁勳晚宴的仁寶，今天終於沒被「漏邀」，由外籍總經理伯納多羅（Anthony Peter Bonadero）赴宴。

明天（4日）基辛格將出席台北國際電腦展（COMPUTEX 2024），他除了將針對人工智慧（AI）方案進一步提出說明，也將帶來一系列的新品及全新市場展望。外界預期，基辛格有望在會中展示下一代資料中心和 AI PC 處理器，與輝達、超微與高通的處理器一較高下。

仁寶總經理伯納多羅（Anthony Peter Bonadero）出席晚宴。

更多三立新聞網報導

家族圖曝光！黃仁勳台北出生搬台南 「外甥女」蘇姿丰才是台南囡仔

與蘇姿丰餐會？黃仁勳「吉品海鮮」敦南店用餐 反常走後門躲媒體

AI浪潮來襲！看完黃仁勳演講「就業焦慮」 台大生嘆：什麼不會被淘汰？

讚台世界支柱！黃仁勳感性告白「謝謝台灣」影片瘋傳 網淚推：超感動",https://tw.news.yahoo.com/%E8%8B%B1%E7%89%B9%E7%88%BE%E5%A4%9C%E5%AE%B4-%E5%9F%BA%E8%BE%9B%E6%A0%BC%E7%9C%8B%E5%A5%BDai%E7%99%BC%E5%B1%95-%E5%8F%B0%E7%81%A3%E5%85%85%E6%BB%BF%E6%A9%9F%E6%9C%83-%E4%BB%81%E5%AF%B6%E6%B4%BE%E4%BB%96%E5%87%BA%E5%B8%AD-%E9%9B%AA%E6%81%A5-140544873.html,"記者程正邦／台北報導英特爾執行長基辛格（Pat 
Gelsinger）今晚（3日）在寒舍艾美酒店宴請供應鏈夥伴，受邀名單幾乎涵蓋台灣科技大廠，現場眾星雲集，包括鴻海、廣達、...",Yahoo新聞,2024年06月03日,"['發展', '臺灣', '充滿', 'ai']",1
neutral,Intel執行長將宴請台灣供應鏈包括被NVIDIA獨漏的仁寶電腦,"Intel CEO will host a banquet for Taiwan's supply chain, including Compal Computer, which was leaked by NVIDIA","Intel執行長Pat Gelsinger已於日前（6/1）飛抵台灣，預計將會於6月4日在COMPUTEX 2024中發表主題演講。

據報導，於此之前，Pat Gelsinger計劃於今（6/3）日晚間舉辦一場VIP晚宴，邀請台灣供應鏈夥伴共襄盛舉。

報導指稱，此次晚宴名單中共有11家供應鏈夥伴的董事長、副董事長、執行長、總經理，且多與NVIDIA、AMD的主力供應鏈有所雷同。

主要包括：鴻海、廣達、仁寶、英業達、緯創、和碩、緯穎、華碩、宏碁、技嘉、微星，而日前於股東會上喊話”被NVIDIA獨漏”的仁寶電腦，此回成功入列。

COMPUTEX 2024將於6月4日至7日舉行，展會期間，將有多位國際AI專家深入探討AI應用與硬體創新。同時，許多科技界重量級人物亦將出席，包括：AMD執行長蘇姿丰、高通執行長Cristiano Amon…等。

訊息來源",https://news.xfastest.com/intel/140693/intel-pat-gelsinger-taiwan-supply-chain/,"Intel執行長Pat Gelsinger已於日前（6/1）飛抵台灣，預計將會於6月4日在COMPUTEX 2024中發表主題演講。 
據報導，於此之前，Pat Gelsinger計劃於今（6/3）日晚間舉辦...",XFastest News,2024年06月03日,"['intel', '執行長', '臺灣', '供應鏈']",4
neutral,仁寶新團隊AI布局首要之務3年後至少拿下一家CSP | Anue鉅亨- 台股新聞,The first priority for Compal’s new team’s AI layout is to win at least one CSP in three years.,"鉅亨網記者劉玟妤 台北 2024-06-03 11:23

仁寶 (2324-TW) 新任董事長陳瑞聰指出，仁寶在這波 AI 伺服器浪潮中，落後同業許多，是最大的遺憾。因此接下來仁寶將全力衝刺 AI 伺服器，最新布局也曝光，陳瑞聰表示，3 年後至少拿下北美四大 CSP 中至少一家，且伺服器營收要達上千億。

陳瑞聰表示，目前仁寶伺服器營收比重約 2%，大概 150 至 200 億元，接下來仁寶全力衝刺 AI 伺服器，陳瑞聰也透露最新目標，3 年後至少要拿下北美四大 CSP(雲端服務供應商) 其中一家，且營收力拼上千億，5 至 7 年後 AI 伺服器占比達 3 成。

陳瑞聰補充，目前仁寶在伺服器的客戶有一家企業客戶、歐洲白牌，因此期盼可以打入北美 CSP，不過相關 CSP 的耕耘要到 2025 年底至 2026 年初才會開始貢獻。",https://news.cnyes.com/news/id/5584105,"仁寶新任董事長陳瑞聰指出，仁寶在這波AI 伺服器浪潮中，落後同業許多，是最大的遺憾。因此接下來仁寶將全力衝刺AI 
伺服器，最新布局也曝光，陳瑞聰表示，3 年後至少拿...",Anue鉅亨,2024年06月03日,"['團隊', 'ai', '一家', 'csp']",1
neutral,陳瑞聰掌舵仁寶AI伺服器拚躋身三強,Chen Ruicong takes the helm of Compal AI server and strives to become one of the top three,"仁寶新董座陳瑞聰。圖／本報資料照片

仁寶31日舉辦股東會，啟動接班傳承，由副董事長陳瑞聰擔任新董事長，並由Anthony Peter Bonadero接任總經理。至於輝達黃仁勳宴請供應商而仁寶從缺，陳瑞聰坦言，在AI伺服器的布局，仁寶的確落後同業，會將此列為未來最大努力方向，除集中資源外，也將透過併購、研發等方式積極發展AI伺服器業務，期盼能在三年內迎頭趕上同業，並在五到七年內達到市占率、營收位居前三大的目標。

陳瑞聰指出，其實仁寶近幾年已經打造了600多人的伺服器研發團隊，可惜的是，過去這段時間對於產品聚焦和專注方向沒有打到靶心，接下來會從各方面強化AI伺服器技術發展，包括水冷散熱、電源供應、測試等。

陳瑞聰進一步透露，仁寶不排除透過併購的方式加快伺服器布局腳步，好在短時間內扭轉落後局面；仁寶也會強化產品力，會強化業務團隊全球布局，因若要切入大型雲端服務供應商（CSP）客戶，需要在美國建立供應鏈，將團隊打造的更堅強也是未來積極努力的方向。

新任總經理Anthony Peter Bonadero補充，AI發展才剛開始，AI伺服器市場在未來五到七年有很大的發展潛力，雖然仁寶的起步比較慢，也還有很長一段路要走，但會投入更多資源，不僅要迎頭趕上同業，也要成為這領域中的TOP3。

陳瑞聰說，事實上30多年前在PC時代，仁寶與黃仁勳很熟，可是到了後來在伺服器領域卻沒有成為輝達的策略合作夥伴，感觸很深，這也是最大的遺憾；所以未來會集中資源、加快開發進度，要在短時間內扭轉局面，同時也會持續強化車用電子、通訊及醫療領域等發展。

之所以相中陳瑞聰成為仁寶的新任董事長，前董事長許勝雄表示，陳瑞聰與他共事了40年，期間集團面臨了很多考驗，兩人一起克服所有問題和困難，讓公司營運更健康、正常化。

更多工商時報報導

明年Q4龍潭廠正式啟動

通路共享 全聯全家電支結盟

大眾控AR HUD 進攻電動車",https://tw.stock.yahoo.com/news/%E9%99%B3%E7%91%9E%E8%81%B0%E6%8E%8C%E8%88%B5-%E4%BB%81%E5%AF%B6ai%E4%BC%BA%E6%9C%8D%E5%99%A8-%E6%8B%9A%E8%BA%8B%E8%BA%AB%E4%B8%89%E5%BC%B7-201000875.html,"仁寶31日舉辦股東會，啟動接班傳承，由副董事長陳瑞聰擔任新董事長，並由Anthony Peter 
Bonadero接任總經理。至於輝達黃仁勳宴請供應商而仁寶從缺，陳瑞聰坦言，...",奇摩股市,2024年06月01日,"['躋身', '三強', '陳瑞聰', '掌舵']",1
neutral,黃仁勳來台、超級股東會周、陳瑞聰接任仁寶董事長本周大事回顧| Anue鉅亨- 台股新聞,"Huang Renxun comes to Taiwan, super shareholders meeting week, Chen Ruicong takes over as chairman of Compal, review of major events this week","鉅亨網記者劉玟妤 台北 2024-06-01 11:10

輝達 (NVDA-US) 執行長黃仁勳來台，刮起一陣 AI 炫風，紛紛與台廠供應鏈夥伴會面，引起市場關注；本周多家大廠召開股東會，包括長榮、鴻海、緯創等；仁寶原任董事長許勝雄卸任，正式交棒給陳瑞聰，以下為本周大事回顧：

黃仁勳來台刮起 AI 炫風 與台廠供應鏈夥伴見面

輝達 (NVDA-US) 創辦人暨執行長黃仁勳周周四 (30 日) 晚間宴請供應鏈夥伴，鴻海 (2317-TW) 董事長劉揚偉也受邀出席，外界關注兩人互動，劉揚偉周五 (31 日) 表示，黃仁勳說 AI 產業規模將超過 100 兆美元，雙方也預計在下周會面。

超級股東會周登場

〈緯創股東會〉今年 AI 產品 3 位數成長目標不變 伺服器獲利占比有望過半

緯創 (3231-TW) 周四 (30 日) 召開股東會，會後總經理林建勳接受媒體訪問，談到 AI 伺服器相關展望，今年在 AI 相關產品的出貨量或是營業額 3 位數成長目標不變，且預期 AI 加上伺服器獲利占比有望超過 5 成。

〈鴻海股東會〉劉揚偉：GB200 供不應求明年 AI 伺服器業績破兆元 合併營收衝 7 兆

鴻海 (2317-TW) 周五 (31 日) 召開股東會，股東關心 AI 伺服器布局，董事長劉揚偉表示，今年 AI 伺服器營收成長將超過 4 成，輝達 (NVDA-US) 新推出 GB200 供不應求，明年 AI 伺服器業績就可破兆元，合併營收可望突破 7 兆元。

〈長榮股東會〉兄弟之爭再摃上 律師股東砲火四射 輪番上陣嗆聲公司派

長榮集團兄弟之爭再度浮上檯面，長榮海運 (2603-TW) 周二 (28 日) 上午舉行 112 年度股東會，有數位律師背景的股東炮聲隆隆，輪番上陣嗆聲，與長榮海運律師陳錦旋數度交鋒，也有支持長榮的股東上台表態，上午 9 點開始的股東會持續近 4 小時才結束，堪稱是史上最多律師上台發言的股東會。連董事長張衍義都別有深意地說道：「很高興我們的股東裡有很多律師」。

〈聯發科股東會〉蔡明介：持續在 AI、ASIC 領域發展 期望交出不錯成績單

聯發科 (2454-TW) 周一 (27 日) 召開股東會，董事長蔡明介表示，5G/6G、AI、車用皆是未來數年的趨勢，公司會繼續運用相關技術能力在車用、AI、ASIC 等領域發展，期望未來能夠繼續交出不錯的成績單。

〈東元經營權之爭〉東元新任董事長確定了 由利明献接任

東元 (1504-TW) 周五 (31 日) 召開新一屆董事會，會中推選新任董事長。董事會首先推舉邱純枝續任董事長一職，不過邱純枝因個人因素婉拒，並推薦利明献接任董事長，並獲董事會通過，邱純枝則升任副會長，協助新任董事長接棒。

〈經濟部長談話〉台灣不用擔心荷蘭病 半導體 + AI 可保台灣再風光 50 年

經濟部長郭智輝周四 (30 日) 邀媒體茶敘，他於記者會中強調，台灣不會有「荷蘭病」，AI 加半導體可保台灣再風光 50 年，許多半導體投資海外晶圓廠，但先進的核心製程有 9 成都還留在台灣手上，並未削弱競爭力，AI 及半導體產品都需要完整的產業供應鏈，請大家不用擔心台灣會有「荷蘭病」。

〈台經院看景氣〉張建一：AI 持續拉動整體需求 傳產稍後跟上 今年 GDP 可望破 3.5%",https://news.cnyes.com/news/id/5583217,"輝達(NVDA-US) 執行長黃仁勳來台，刮起一陣AI 
炫風，紛紛與台廠供應鏈夥伴會面，引起市場關注；本周多家大廠召開股東會，包括長榮、鴻海、緯創等；仁寶原任董事長...",Anue鉅亨,2024年06月01日,"['股東會', '陳瑞聰', '董事長', '本週']",1
neutral,黃仁勳夜宴電子供應鏈「不見仁寶」 陳瑞聰許願AI伺服器3年趕上,"Huang Renxun's night party electronics supply chain ""no Compal"" Chen Ruicong hopes that the AI ​​server will catch up in 3 years","[FTNN新聞網]記者曾奕語／綜合報導

仁寶（2324）今（31）日舉行股東會，準新董座陳瑞聰談及仁寶未來發展，提到輝達（NVIDIA）創辦人黃仁勳昨宴請「電子四哥」等供應鏈夥伴，五哥中獨缺仁寶，讓他感慨，也立下3年內能在AI伺服器方面趕上同業的目標，力拚未來5年至7年市佔與營收要做到業界前3名。

仁寶股東會準新董座陳瑞聰提到未獲黃仁勳晚宴邀請的心情，許願3年內在AI伺服器方面趕上同業。（圖／仁寶提供）

陳瑞聰坦言，在AI伺服器浪潮中落後同業很多，對於仁寶目前不是輝達（NVIDIA）的AI伺服器策略合作夥伴感到遺憾，因此短期策略將聚焦於強化AI伺服器布局，並推出新品，集團將把AI伺服器的散熱產品，列為策略性併購的重要目標。

至於具體執行方面，陳瑞聰表示已經建構將近600多人研發團隊在發展伺服器，未來將鎖定圖形處理器（GPU）應用與冷卻系統項目，扭轉落後的市場地位。陳瑞聰回想10年前PC時代，也曾與輝達維持良好的夥伴關係，卻因沒及時切入AI伺服器領域而與同業差距擴大，不禁心有感觸，許願能在3年內迎頭趕上。

更多FTNN新聞網報導

也太猛！黃仁勳「6檔50元以下概念股」 4檔漲停一片紅

黃仁勳不只報明牌！合作「17間台灣大學」曝 網嗨：入學就選這幾間

黃仁勳曝AI機器人趨勢！「鴻海、緯創、台達電」全被點名 網：明天主力怎拉？

",https://tw.stock.yahoo.com/news/%E9%BB%83%E4%BB%81%E5%8B%B3%E5%A4%9C%E5%AE%B4%E9%9B%BB%E5%AD%90%E4%BE%9B%E6%87%89%E9%8F%88-%E4%B8%8D%E8%A6%8B%E4%BB%81%E5%AF%B6-%E9%99%B3%E7%91%9E%E8%81%B0%E8%A8%B1%E9%A1%98ai%E4%BC%BA%E6%9C%8D%E5%99%A83%E5%B9%B4%E8%B6%95%E4%B8%8A-081500390.html,[FTNN新聞網]記者曾奕語／綜合報導仁寶（2324）今（31）日舉行股東會，準新董座陳瑞聰談及仁寶未來發展，提到輝達（NVIDIA）創辦人黃仁勳昨宴請「電子四哥」...,奇摩股市,2024年05月31日,"['夜宴', '電子', 'ai', '伺服器']",1
neutral,仁寶正式交棒！新任董事長出爐由陳瑞聰接任| Anue鉅亨- 台股新聞,Compal officially handed over the baton! New chairman announced and replaced by Chen Ruicong,"鉅亨網記者劉玟妤 台北 2024-05-31 15:36

仁寶 (2324-TW) 今 (31) 日股東會後召開董事會，全體董事一致推舉原副董事長陳瑞聰為新任董事長，並由 Anthony Peter Bonadero 接任總經理，許勝雄正式卸下仁寶董事長一職，並順利完成交棒。

仁寶說明，陳瑞聰在台灣資通訊產業擁有超過 40 年的經驗，擔任副董事長及策略長期間，長期指導公司策略發展，且在智慧醫療領域上積極布局，拓展仁寶多元化業務。

Anthony Peter Bonadero 加入仁寶前曾服務於戴爾 (DELL-US) 多年，並於 2009 年加入仁寶，在 2018 年成為董事，升任總經理前也為仁寶旗下 Auscom Engineering Inc. 執行副總，並擔任 PC 事業群的最高主管。",https://news.cnyes.com/news/id/5582374,"仁寶(2324-TW) 今(31) 日股東會後召開董事會，全體董事一致推舉原副董事長陳瑞聰為新任董事長，並由Anthony Peter 
Bonadero 接任總經理，許勝雄正式卸下仁寶董事長一職...",Anue鉅亨,2024年05月31日,"['新任', '董事長', '出爐', '陳瑞聰']",1
positive,仁寶陳瑞聰接棒董座呼聲高，許勝雄樂觀其成,"There are strong calls for Compal Chen Ruicong to take over the board of directors, and Xu Shengxiong is optimistic about its success.",,https://www.moneydj.com/kmdj/news/newsviewer.aspx?a=6d81c12a-18c3-4455-b4a9-ade6599726b6,"仁寶陳瑞聰接棒董座呼聲高，許勝雄樂觀其成. 人氣(82) 2024/05/31 11:14. MoneyDJ新聞2024-05-31 11:14:52 
記者張以忠報導. 仁寶(2324)啟動董事會改選，下一任董事長...",MoneyDJ,2024年05月31日,"['許勝雄', '樂觀其成', '陳瑞聰', '接棒']",1
