label,title,title_translated,content,link,snippet,source,date,keywords,topic
neutral,魏哲家：我跟黃仁勳抱怨東西太貴，換我秀台積電價值了！劉德音幽默談畢業感言,"Wei Zhejia: I complained to Jen-Hsun Huang that things were too expensive, so let me show off the value of TSMC! Liu Deyin humorously talks about her graduation speech","台積電於6月4日舉辦股東會，對於今年展望給出相當樂觀的預期。總裁魏哲家表示，看好AI以及高速運算等對晶片的需求，營收表現將逐季上升，預期全年成長將落在20%至25%間。「我們沒有競爭對手，只有一家大的半導體公司不是客戶，其他全部都是。」魏哲家說。

劉德音6年畢業感言：很榮幸、很感恩

值得一提的是，這也是董事長劉德音的最後一場股東會，6月5日他將卸任董事長一職並退出董事會，「 很感謝第一排的人，過去六年我很榮幸能帶領他們。 」出席股東會時，劉德音神情輕鬆地在股東們的掌聲中入場。有股民發問會給予大眾怎樣的建議時，劉德音還幽默回應：「買台積電股票。」

身兼董事長和總裁的魏哲家也是全場焦點，他首先對張忠謀表達敬意：「張創辦人是不可取代，不要拿我跟他比。」不過兩人之間還是經常聊天，魏哲家表示並未獲得任何警告或指示，「但聊天可以得到他的經驗，我會持續學習他以前的經驗智慧。」

劉德音出席最後一場台積電股東會時，神情輕鬆地在股東們的掌聲中入場。 圖／ 翁挺耀攝影

劉德音6月5日起將卸任董事長一職並退出董事會。 圖／ 翁挺耀攝影

魏哲家表示，目前心境沒有改變，首要任務就是更頻繁接觸政府關係，部分工作量交給身邊夥伴。人才培育方面，魏哲家表示會儘量往年輕化、制度化發展，促使人才自己成長，並招募更多元化的人才。

台積電為什麼能抓住輝達、超微和高通的心？

生成式AI的爆發帶來全新需求，劉德音透露台積電今年對AI的預期比去年更加樂觀，魏哲家更直言2024年的營收將會「季季高」，值得廣大股民期待。

魏哲家表示，對於AI「非常樂觀！黃仁勳3兆男他說前途一片光明，我完全同意。」他重申台積電的策略：「台積電沒有為了AI去特別做產品，我們的技術永遠領先，技術領先就會有人來用，不管在手機、電腦還是AI都一樣。」

他進一步解釋，過去英特爾（Intel）當道的時代，電腦用來幫助人類記憶，因此講求的是速度，「但現在是電腦幫你想，這很不容易。」在這樣的情況下，晶片不只要能運算快速，還必須足夠節能，「 台積電正好在能耗和速度上符合客戶要求，有符合這樣條件的人不多，所以輝達、超微和高通等，都在台積電做。 」

市場曾一度盛傳，台積電的晶片太貴恐使客戶怯步。魏哲家表示，與台積電能提供的價值相比，其實並不昂貴，他幽默表示：「 我也跟黃仁勳抱怨過他的東西太貴，不過的確有價值，所以我也要開始跟他秀我的價值。 」引發現場一陣笑聲。

台積電美國建廠、日本擴廠進度？

魏哲家指出，包含先進封裝、大尺寸晶片和先進製程技術，都是台積電接下來的機會。目前台積電佔全球不含記憶體的邏輯半導體產值約28%。

劉德音表示，美國建廠雖然比台灣成本高，「但我們在美國建廠成本比其他還要低。」 圖／ 邱品蓉攝影

不少股東都很關心台積電的美國建廠成本是否能如期控制，劉德音則回應，美國建廠雖然比台灣成本高，「但我們在美國建廠成本比其他還要低。」他直言，出海設廠是當今趨勢，「如同我們以前建造第一座八寸場一樣，有許多困難但會一一克服。」他還提到，美國大選雖然是不確定的政治因素，但建廠補助是兩黨共識，「應該不會有太大的變化。」

魏哲家也表示：「在美國很貴沒錯，但我不拿美國跟台灣比，因為不同地方用不同方式生活，我在美國我就跟美國同業比，我永遠贏他們是第一。」

至於日本擴廠，魏哲家表示會先把第一個廠做好，再考慮持續擴廠，「熊本政府的確有邀請我們。」他表示，包含水資源等維護都需要考慮，若得到當地居民認可，台積電會持續努力。

不過魏哲家補充，即使有這麼多的海外足跡，整體規上還是「台灣優先。」重申最先進製程一定從台灣開始，站穩腳步後才會考慮其他地方。

有記者問及兩岸衝突議題，魏哲家坦言，的確有客戶跟他討論要把產能移到其他地方，「但想全部移出是不可能的，台灣佔台積電總產能的8到9成。」

魏哲家表示，對於AI「非常樂觀！黃仁勳3兆男他說前途一片光明，我完全同意。」 圖／ 翁挺耀攝影

在先進製程技術方面，有股東提問是否有機會被華為追上。劉德音則霸氣回應：「不太可能。」指出競爭對手是永遠存在的，重點在於台積電的進步速度能否比對手更快。

目前台積電3年1000億的投資計畫已告一段落，不排除未來將持續投資設廠，「請拭目以待。」魏哲家信心滿滿地說。

責任編輯：林美欣",https://www.bnext.com.tw/article/79315/tsmc-stock-2024,台積電於6月4日舉辦股東會，對於今年展望給出相當樂觀的預期。總裁魏哲家表示，看好AI以及高速運算等對晶片的需求，營收表現將逐季上升，預期全年成長將落在20%至25%間...,數位時代,2024年06月05日,"['黃仁勳', '抱怨', '太貴', '我秀臺']",1
positive,黃仁勳挺漲價說台積電大漲5%奔向900元大關市值衝破23兆元| Anue鉅亨- 台股新聞,Huang Renxun supported the price increase and said that TSMC surged 5% and headed towards the 900 yuan mark. The market value exceeded 23 trillion yuan.,"鉅亨網記者魏志豪 台北 2024-06-06 11:10

台積電 (2330-TW)(TSM-US) 週三 ADR 大漲 6.85%，創下歷史新高，今 (6) 日在台股也同樣開高，最高達 898 元，大漲超過半根停板，市值也衝破 23 兆元，續刷新歷史紀錄。

外資看好，輝達執行長黃仁勳認可台積電調漲晶圓生產費用，更指出台積電價格的確太低，並認為台積電對世界和科技產業的貢獻被低估。

外資預期，隨著輝達同意接受台積電漲價，將引發連鎖效應，其他主要 AI 半導體客戶都將跟進，也看好看好邊緣 AI 裝置，將成為台積電未來幾年營收的主要成長動能。",https://news.cnyes.com/news/id/5588466,"台積電(2330-TW)(TSM-US) 週三ADR 大漲6.85%，創下歷史新高，今(6) 日在台股也同樣開高，最高達898 
元，大漲超過半根，市值也衝破23 兆元，續刷新歷史紀錄。",Anue鉅亨,2024年06月06日,"['臺積', '電大漲', '漲價', '大關']",2
positive,台積電買回庫藏股激勵 股價盤中再創新高價位,TSMC buys back treasury shares to encourage stock price to hit new highs,"本文共453字

台積電（2330）5日晚間宣布，將買回庫藏股3,249張，預計今日開始從集中市場買回，區間價格為598～1,281元，買回金額最高上限為41.61億元。激勵台積電股價開盤跳空，再度創下盤中新高價位，股價最高達894元，漲幅超過4％。

台積電昨日宣布，為抵銷發行限制員工權利新股所造成的股權稀釋影響，台積電董事會通過自集中市場買回普通股3,249張，買回期間為今日起至8月5日，每股買回區間價598～1,281元，且若股價低於區間價格下限，將繼續買回。

台積電指出，此次買回自家股票，主要為維護股東權益，買回股份將辦理銷除。台積電先前也曾為抵銷限制股影響而買回自家股票，最近一次是在2023年2月16日至2月25日，當時買回1,387張並註銷。

台積電股價受惠於買回庫藏股激勵，開盤跳空上漲4.5％，再度寫下盤中新高價位，目前報價仍上漲超過4％，股價最高一度達894元，表現相當強勁。



延伸閱讀

ADR 大漲6.9% 台積電一度飆894元天價、市值23兆

台積電將買自家股票3249張抵銷限制股影響 區間價上看1281元",https://money.udn.com/money/story/5607/8013269,台積電（2330）5日晚間宣布，將買回庫藏股3249張，預計6日開始從集中市場買回，區間價格為598～1281元，買...,經濟日報,2024年06月06日,"['再創新高', '價位', '電買', '庫藏']",1
positive,台積電 ADR 大漲6.9%再刷歷史新高 帶動費半走高,"TSMC ADR surged 6.9% and hit a new record high, driving fees higher","本文共763字

台積電ADR周三大漲6.9%，收在162.92美元，再創收盤新高，較台北交易溢價23.47%。

晶片股激勵之下，美國股市標普500指數和那斯達克綜合指數周三雙雙創下歷史新高，經濟數據讓市場又開始樂觀反映聯準會（Fed）今年會降息兩次。不僅輝達（Nvidia）市值首度站上3兆美元，蘋果（Apple）市值也重登3兆美元。

標普500指數上漲62.69點，漲幅1.2%，報5,354.03點；那斯達克綜合指數上漲330.86點，漲幅近2%，報17,187.91點。標普500指數和那斯達克綜合指數分別創下今年來第25次和第13次收盤新高。

在艾司摩爾（ASML）和台積電ADR激勵下，費城半導體指數大漲4.5%，艾司摩爾大漲9.5%。荷蘭晶片製造設備商艾司摩爾（ASML）表示，今年將首次出貨高數值孔徑極紫外光（High-NA EUV）微影設備給台積電（2330）。此外，台積電昨天公告董事會通過173億美元的資本預算案、並買回普通股。

輝達大漲5.2%，市值超過3兆美元，是繼蘋果和微軟之後第三家市值突破3兆美元的美國公司。

台灣加權股價指數昨天上漲128.28點，收在21,484.88點。台積電（2330）上漲1.8%收在854元。

台股ADR各股溢價率／折價率

個股 ADR代碼 ADR收盤（換算後） 漲跌幅（%） 台北上市股票收盤價 溢價率（%） 日月光 ASX 176.92 +1.96 157.00 12.69 中華電 CHT 128.66 +0.73 127.00 1.31 台積電 TSM 1,053.90 +6.85 854.00 23.41 聯電 UMC 54.40 +2.19 53.50 1.69

*匯率換算依據紐約時間下午5:30的彭博數據



延伸閱讀

NVIDIA 市值一舉飆破3兆美元還超越蘋果 就快拿下龍頭寶座

美股收盤／晶片股領軍標普、那指雙創新高 數據支持 Fed 今年降息",https://money.udn.com/money/story/123398/8013146,"台積電ADR周三大漲6.9%，收在162.92美元，再創收盤新高，較台北交易溢價23.47%。 
晶片股激勵之下，美國股市標普500指數和那斯達克綜合指數周三雙雙創下歷史新高，經濟...",經濟日報,2024年06月06日,"['adr', '大漲', '新高', '帶動']",1
neutral,"台北國際電腦展因AI沸騰,幕後主角是台積電日經中文網","Computex Taipei is buzzing with AI, and the protagonist behind the scenes is TSMC Nikkei Chinese",,https://zh.cn.nikkei.com/industry/itelectric-appliance/55801-2024-06-06-05-00-10.html,"6月4日，亞洲最大級別的IT展會「台北國際電腦展（COMPUTEX 
TAIPEI）」在台灣開幕。全球大型半導體企業的領導人匯聚一堂，宣傳各自的生成式AI（人工智慧）産品。",日經中文網,2024年06月06日,"['中文網', '日經', '國際', '電腦']",1
positive,台積電ADR飆漲近7% 衝上歷史新高| Anue鉅亨- 台股新聞,"TSMC’s ADR soared nearly 7%, reaching a record high",,https://news.cnyes.com/news/id/5588070,"台積電ADR(TSM-US) (2330-TW) 周三（5 日）盤中飆漲6.94%，報163.05 美元，創下歷史新高。 
據《日經新聞》報導，台積電新任董事長魏哲家周二表示，考慮調整人工...",Anue鉅亨,2024年06月06日,"['adr', '飆漲', '臺積', '歷史']",1
positive,台積電宣布捐40億培育半導體人才台清交成入列,"TSMC announces donation of 4 billion to cultivate semiconductor talents, Taiwan-China deal included","台積電（2330）今（5）日召開董事會，會中核准資本預算約173億5620萬美元，也通過將捐贈包括台大、陽明交大、清大、成大等校新台幣40億元，用於長期半導體研究教學及人才培育。

台積電宣布今日董事會通過4點重要決議。資料照片／記者呂欣芷攝

台積電指出，為了因應基於市場需求預測及技術開發藍圖所制定的長期產能規劃，董事會核准資本預算約173億5620萬美元，內容包括：1.建置及升級先進製程產能；2.建置及升級先進封裝、成熟或特殊製程產能；3.廠房興建及廠務設施工程。

台積電董事會也通過捐贈台大、陽明交大、清大、成大及國內獲選的高中、女高總計不超過新台幣40億元，用於長期半導體研究教學及人才培育。

此外，台積電董事會還核准於不超過50億美元的額度內，增資該公司百分之百持股的子公司TSMC Global Ltd.，以降低外匯避險成本。

同時，為抵銷發行限制員工權利新股所造成的股權稀釋影響，台積電董事會核准自台灣證券集中交易市場買回該公司普通股3249張。",https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%AE%A3%E5%B8%83%E6%8D%9040%E5%84%84%E5%9F%B9%E8%82%B2%E5%8D%8A%E5%B0%8E%E9%AB%94%E4%BA%BA%E6%89%8D-%E5%8F%B0%E6%B8%85%E4%BA%A4%E6%88%90%E5%85%A5%E5%88%97-095424558.html,台積電（2330）今（5）日召開董事會，會中核准資本預算約173億5620萬美元，也通過將捐贈包括台大、陽明交大、清大、成大等校新台幣40億元，用於長期半導體研究教學及...,奇摩股市,2024年06月05日,"['培育', '半導體', '人才', '臺積']",3
neutral,台積電股東會／劉德音談股票分拆：股價還沒那麼高 傾向多發股息給股東,TSMC Shareholders Meeting/Liu Deyin talks about stock splits: The stock price is not that high and the tendency is to pay more dividends to shareholders,"本文共350字

台積電（2330）4日召開股東大會，董事長劉德音回應股東提問股票分拆幽默說，股價還沒那麼高，公司在回購股票議題上傾向直接多發股息給股東。

股東發言提問指出台積股價越來越高是否考慮分拆，還有美國大企業股票回購議題。劉德音回應提問指出，股價還沒那麼高，至於股票回購則是傾向直接多發股息給股東。

有股東提問指出，台積電客戶超微發表新產品、輝達也和創辦人同框，要以何人動作為依據。劉德音幽默說，「不要破壞我們和所有客戶的關係。」隨後引發現場笑聲陣陣，他並點名由魏哲家後續補充回答。

魏哲家隨後回應提到，剛才董事長已經說了，兩家公司跟我們關係都非常良好，我們都跟他們共同成長。語畢現場並響起掌聲。

台積電董事長劉德音。 聯合報系資料庫



延伸閱讀

台積電股東會開場前 現場播放客戶蘋果 AMD 等肯定影片

台積電股東會／劉德音：公司股價強勁、續替股東創造最大價值",https://money.udn.com/money/story/5612/8008135,台積電（2330）4日召開股東大會，董事長劉德音回應股東提問股票分拆幽默說，股價還沒那麼高，公司在回購股票議題上傾向直接...,經濟日報,2024年06月04日,"['分拆', '股價', '股票', '那麼']",2
neutral,最智慧建言？ 魏哲家：買台積電股票我不是示範過了嗎？,The wisest advice? Wei Zhejia: Didn’t I demonstrate how to buy TSMC stocks?,"本文共470字

台積電（2330）4日召開股東常會，並改選董事，會後台積電新任董事長魏哲家以新身分和媒體交流，回應媒體詢問最智慧的建言，他不改幽默說，The Same一樣，並幽默反問「買台積電股票我不是示範過了嗎？」。

今日股東會期間劉德音被股東詢問說能否給大家世界一段的智慧談話，劉德音幽默說，「就是買台積電股票。」語畢現場笑聲不斷。

而有「小何麗玲」之稱的股東黃雪芬在上周到鴻海（2317）股東會後，今日也來台積電股東會獻花，她說，鴻海股東會她製作看板希望股價上看500元，台積電也不能沒有1,000元，甚至希望上看1,200元。

會後魏哲家首度以新身分受訪，言談間展現果斷幽默一面，期間他回應外界詢問剛才台上只有劉德音回答到該題，想問問魏哲家看法，他指出，「最智慧建言，一樣是買台積電股票，用投資理財 stay with TSMC。」

魏哲家也說，台積電股價有時候稍嫌委屈還是會回來，而全天下哪裡找的到這樣的公司，誠信正直且不斷進步。

魏哲家也幽默說，「投資理財就是買，我不是先前示範過了嗎？還借錢去買」，記者趁勢追問「CC還會再加碼嗎」他則笑說「適當時機」。",https://money.udn.com/money/story/5612/8008742,台積電（2330）4日召開股東常會，並改選董事，會後台積電新任董事長魏哲家以新身分和媒體交流，回應媒體詢問最智慧的建言，...,經濟日報,2024年06月04日,"['積電', '股票', '魏哲家', '買臺']",2
positive,台積電股東會／劉德音：公司股價強勁、續替股東創造最大價值,TSMC Shareholders Meeting/Liu Deyin: The company’s stock price is strong and continues to create maximum value for shareholders,"本文共197字

台積電（2330）4日召開股東常會，董事長劉德音在致詞提到，台積電股價強勁感謝股東支持，今天大家可以用比較輕鬆的心情來開會。台積電會持續替股東創造最大價值，AI伺服器帶動的先進半導體需求正是台積電的強項。

總裁魏哲家在隨後提到，台積有目標執行全球製造足跡策略，有信心最小化海外成本差距，深化海外客戶服務，並有信心能讓股東價值最大化。

台積電。 路透



延伸閱讀

台積電股東會開場前 現場播放客戶蘋果 AMD 等肯定影片",https://money.udn.com/money/story/5607/8007999,台積電（2330）4日召開股東常會，董事長劉德音在致詞提到，台積電股價強勁感謝股東支持，今天大家可以用比較輕鬆的心情來開...,經濟日報,2024年06月04日,"['股價', '強勁', '公司', '臺積']",1
neutral,台積電股東會／劉德音談股票分拆：股價還沒那麼高 傾向多發股息給股東,TSMC Shareholders Meeting/Liu Deyin talks about stock splits: The stock price is not that high and the tendency is to pay more dividends to shareholders,"本文共350字

台積電（2330）4日召開股東大會，董事長劉德音回應股東提問股票分拆幽默說，股價還沒那麼高，公司在回購股票議題上傾向直接多發股息給股東。

股東發言提問指出台積股價越來越高是否考慮分拆，還有美國大企業股票回購議題。劉德音回應提問指出，股價還沒那麼高，至於股票回購則是傾向直接多發股息給股東。

有股東提問指出，台積電客戶超微發表新產品、輝達也和創辦人同框，要以何人動作為依據。劉德音幽默說，「不要破壞我們和所有客戶的關係。」隨後引發現場笑聲陣陣，他並點名由魏哲家後續補充回答。

魏哲家隨後回應提到，剛才董事長已經說了，兩家公司跟我們關係都非常良好，我們都跟他們共同成長。語畢現場並響起掌聲。

台積電董事長劉德音。 聯合報系資料庫



延伸閱讀

台積電股東會開場前 現場播放客戶蘋果 AMD 等肯定影片

台積電股東會／劉德音：公司股價強勁、續替股東創造最大價值",https://money.udn.com/money/story/5612/8008135,台積電（2330）4日召開股東大會，董事長劉德音回應股東提問股票分拆幽默說，股價還沒那麼高，公司在回購股票議題上傾向直接...,經濟日報,2024年06月04日,"['分拆', '股價', '股票', '那麼']",2
neutral,〈台積電股東會〉股價太高是否如輝達分割股票？劉德音：股價還沒有那麼高| Anue鉅亨- 台股新聞,"<TSMC Shareholders Meeting> If the stock price is too high, is it like Huida to split its shares? Liu Deyin: The stock price is not that high yet","鉅亨網記者魏志豪 新竹 2024-06-04 10:32

小股東也在會中提出，能否請董事長給大家一句智慧且具有啟示的話，劉德音再度幽默回應「買台積電股票」，引發全場哄堂大笑。

針對美國企業回購股票，劉德音說，現在沒有回購股票的計畫，由於公司是重資產公司，因此收益期望盡量發給股東；黃仁昭說，有研究過發放現金股利與回購股票兩種方法，回購股票為一次性，但穩定的現金股利具有可持續性。

至於華為也投入晶圓製造領域，劉德音說，台積電永遠都會有競爭對手，華為不華為其實沒有關係，公司現在是領先地位，但公司在乎的是進步速度是不是比其他對手更快，至於什麼時候會被趕上，則坦言其實不太可能。",https://news.cnyes.com/news/id/5585421,"台積電(2330-TW)(TSMUS-US) 今(4) 日召開股東會，針對小股東提問，股價太高是否考慮與輝達(NVDA-US) 
一樣分割股票，讓更多小股東參與，董事長劉德音幽默回答，...",Anue鉅亨,2024年06月04日,"['股價', '太高', '股東會', '股票']",1
neutral,〈COMPUTEX〉創鑫智慧推生成式AI卡下一代擬採台積電5奈米| Anue鉅亨- 台股新聞,<COMPUTEX> Chuangxin Smart launches the next generation of generative AI cards to adopt TSMC 5nm,"鉅亨網記者魏志豪 台北 2024-06-04 09:11

AI 晶片大廠創鑫智慧 (Neuchips) 本周 2024 台北國際電腦展 (COMPUTEX 2024) 推出整合 RAG(Retrieval-Augmented Generation，檢索增強生成) 與 LLM(大型語言模型) 的端到端 AI 解決方案，執行長劉景慈今 (4) 日指出，除了透過台積電 7 奈米製程推出生成式 AI 卡，也正規劃採用 5 奈米製程製造下一代生成式 AI 晶片。

創鑫智慧致力研發高能效 AI ASIC，本週推出的整合 RAG 與 LLM 的端到端解決方案，可搭配企業內部既有硬體系統即可部署本地端 GPT 節能加速方案，可顯著降低企業導入 LLM 的時間與總擁有成本，該解決方案支援多種開源的中文、英文大型語言模型，包含台灣可信任生成式 AI 模型 TAIDE，讓政府等機敏單位能擁有 AI 賦能優勢。

劉景慈表示，創鑫智慧採用自行研發、台積電 7 奈米製程製造的 ASIC－Raptor 生成式 AI 晶片，製作成能夠安裝至小型電腦或工作站的 Viper 生成式 AI 卡及整合式的 LLM 解決方案，也就是說無須額外投入人力、電力、空間等成本，即可結合軟硬體合作夥伴打造企業專屬應用。

企業已認知到將 AI 導入工作流程對於提升生產力的重要性，但其複雜部署方式與大量先期投入成本，讓企業裹足不前，Viper 生成式 AI 卡使用 PCIe 介面和電腦連結，擁有半高半寬外型規格體積小巧的優勢，功耗最低僅需 35 瓦，可直接安裝至既有電腦，或是企業內部負責儲存資料的 NAS(Network-Attached Storage，網路附加儲存裝置)，進一步強化資料檢索的便利性，更有利於生成式 AI 發展。

Viper 生成式 AI 卡甚至可支援最多 48GB 的記憶體空間，可提供企業本地端作為向量資料庫 (Vector Database) 使用，於單一張生成式 AI 卡上有效率地完成索取資料、檢索、增強及生成等任務，端對端的運作效率是 CPU 的 10 倍以上，加上不須額外連網可離線使用的特色，無須擔心企業敏感資料外洩或是成為資安隱憂。",https://news.cnyes.com/news/id/5585197,"AI 晶片大廠創鑫智慧(Neuchips) 本周2024 台北國際電腦展(COMPUTEX 2024) 
推出整合RAG(Retrieval-Augmented Generation，檢索增強生成) 與LLM(大型語言模型) 的端到端.",Anue鉅亨,2024年06月04日,"['積電', '奈米', 'anue', '生成式']",1
neutral,去年薪酬最高上市公司愛山林平均年薪552.6萬元台積電僅排名24,"Last year, the highest-paid listed company Aishanlin had an average annual salary of 5.526 million yuan. TSMC ranked only 24th.","新頭殼 ·

[Newtalk新聞] 受惠於台股大盤新高表現的激勵，加上剛落幕的台北電腦展（COMPUTEX）所帶來的「AI投資熱」，台股ETF的交易火熱，統計近一周台股ETF的交易情況，其中，高股息題材的群益台灣精選高息（00919），單週多了 1.52 萬股東，成為單週「人氣王」。而掛牌前掀起申購熱潮的元大台灣價值高息（00940），近一週股東人數則少了 7,200 人，為台股ETF中人數銳減最多。 根據台股ETF集保戶最新股權分散統計，至上週五（7日），61檔台股ETF中，最新一週共增加 85,810 名股東，達 845,7010 人，連續15周創新高。進一步觀察，受益人數增加的就有39檔，其中，群益台灣精選高息單周增加了15,220名股東，為台股ETF中增加最多。其他人數增加的二到五名的ETF，分別為台灣永續高息中小（00936）、大華優利高填息30（00918）、國泰永續高股息（00878），以及復華台灣科技優息（00929）。 ETF能讓投資人源源不斷投入，或與其成分股的報酬率，以及配息時程有關。據了解，本月 24 日即將配息的群益台灣精選高息，其配息期前公告將配發 0.7 元，連五季年",https://tw.news.yahoo.com/%E5%8E%BB%E5%B9%B4%E8%96%AA%E9%85%AC%E6%9C%80%E9%AB%98%E4%B8%8A%E5%B8%82%E5%85%AC%E5%8F%B8%E6%84%9B%E5%B1%B1%E6%9E%97-%E5%B9%B3%E5%9D%87%E5%B9%B4%E8%96%AA5526%E8%90%AC%E5%85%83-%E5%8F%B0%E7%A9%8D%E9%9B%BB%E5%83%85%E6%8E%92%E5%90%8D24-013633614.html,根據證交所公布2023年台灣上市公司全體員工薪酬資訊，去年員工平均薪酬最高的上市公司是不動產代銷龍頭愛山林，員工平均薪酬新台幣552.6萬元，年增率高達93.8%；...,Yahoo新聞,2024年06月04日,"['平均', '年薪', '薪酬', '最高']",1
neutral,跟黃仁勳一起賺！一張圖看台灣供應鏈，除了廣達、索羅門、英業達，還有誰？,"Make money with Jen-Hsun Huang! Looking at Taiwan’s supply chain in one picture, besides Quanta, Salomon, and Inventec, who else is there?",專題報導｜ 史上最強Computex，黃仁勳、蘇姿丰說了什麼AI關鍵字？,https://www.bnext.com.tw/article/79301/nvidia-taiwan-supply-chain,輝達（Nvidia）執行長黃仁勳列出輝達100位夥伴，包括台積電等台灣企業及大學，展現輝達與台商的密切關聯。,數位時代,2024年06月03日,"['臺灣', '供應鏈', '圖看', '除了']",1
neutral,台積電2024年技術論壇／高管：今年蓋七個廠 3奈米擴充產能仍不夠使用,"TSMC 2024 Technology Forum/Executives: Seven factories will be built this year, and the 3nm expansion capacity is still not enough","本文共799字

台積電（2330）負責3奈米量產的廠長資深廠長18B廠長黃遠國23日首度在台積技術論壇台灣場次主講卓越製造議題，他說，台積先進製程3奈米去年開始量產同時期和N4良率一樣，3奈米擴充產能仍不夠使用，今年台積整體將蓋七個廠包含台灣三個晶圓廠兩個封裝廠與海外兩個廠都在進行。

台積電卓越製造議題一向是業界焦點，過往先後由「秦工」總工程師執行副總經理暨共同營運長秦永沛、王英郎（營運 / 晶圓廠營運一 副總經理）、張宗生台積科技院士、營運 / 先進技術暨光罩工程 副總經理主講，此次則首度由最先進製程關鍵推手、廠長級主管在台灣場次登台演講。

他提到，統計2024年台積電特殊製程在成熟比重也穩定成長，從2020的61%在2024年目標達到67%，2022-2023年平均蓋五個廠，至於今年蓋七個廠是包含三個晶圓廠兩個封裝廠以及海外兩個廠都在進行。

台灣廠方面，他提到，新竹與高雄為2奈米量產基地，進展順利已陸續進機，台中AP5為了CoWos擴產所需，近期宣布的嘉義先進封裝投資則為CoWos與SOIC生產。

他也說，美國廠晶圓21廠預定明年量產，並預定二廠2028年量產。熊本晶圓23廠以外第二場預定2027年量產，德國廠預定今年第四季動工目前在忙碌準備預定2027年量產，南京廠也正穩定擴充28奈米產能，相關布局都是為了滿足與支持客戶所需。

談到EUV應用，他提到，台積2019年迄今機台數已成長十倍且佔全球65%，晶圓產出量與效率皆隨著學習大幅提升。

他說，台積全球製造與管理平台實現One Fab概念，能讓台積橫跨全球的晶圓廠達到一定效率並在全球廠區投入綠色製造人才培養、供應鏈在地化。



延伸閱讀

台積電2024年技術論壇／侯永清：估 AI 加速器年成長2.5倍 迎黃金 AI 新時代

台積電2024年技術論壇／張曉強幽默談 AI 需求 成長曲線似昨晚輝達股票

台積電2024年技術論壇開場 萬睿洋：AI 掀第四工業革命",https://money.udn.com/money/story/5612/7983100,"台積電卓越製造議題一向是業界焦點，過往先後由「秦工」總工程師執行副總經理暨共同營運長秦永沛、王英郎（營運/ 
晶圓廠營運一副總經理）、張宗生台積科技院士、營運/ 先進...",經濟日報,2024年05月23日,"['奈米', '擴充', '產能', '不夠']",5
