title,title_translated,content,link,snippet,source,date
金光明寺佛學講座 知賢法師傳授「禪式管理」教育之道,"Jinguangming Temple Buddhist Lecture Master Zhixian imparts ""Zen-style management"" education methods",,https://www.lnanews.com/news/159016,佛光山金光明寺於4月27日舉辦佛學講座，禮請南華大學終身學習學院院長知賢法師，以「禪式管理–悲智雙運的教育之道」為主題，透過多部影片，打破舊有的華人教育觀念，並...,人間通訊社,2024年05月01日
金光明寺精進一日禪 覓得禪心過生活,One-day meditation at Jinguangming Temple to find a Zen mind and live a life,,https://www.lnanews.com/news/158939,為安頓大眾紛擾的身心，佛光山金光明寺4月27日舉辦「精進一日禪」，吸引百餘位學員放下萬緣，屏除外境，藉由坐香、跑香、動中禪和趙州茶雲門餅等禪修課程，找回禪心，...,人間通訊社,2024年04月29日
金光明寺一日精進生活禪,One-day Life Zen at Jinguangming Temple,,https://www.lnanews.com/news/23/121474,"金光明寺一日精進生活禪 ... 
佛光山金光明寺4月13日首次舉辦「一日精進生活禪」，禮請佛光山女眾禪學堂副堂主永中法師指導200百名學員生活禪。課程除了禪修外，還有慢經行、...",人間通訊社,2024年04月23日
金光明寺讀書會帶領人培訓 生活有般若,Jinguangming Temple reading club leader training: life has prajna,"人間佛教讀書會帶領人培訓有近百人同堂共學，講師與學員歡喜合影。圖／人間社記者趙裕隆

【人間社記者呂清月新北報導】佛光山金光明寺十八日舉辦「人間佛教讀書會帶領人培訓」，禮請人間佛教讀書會總執行長覺培法師及人間佛教讀書會滿穆法師、妙寧法師、副執行長彭桂芳、講師武麗芬授課，近百位愛書人同堂共學。



「聽與說」課程，由妙寧法師指導學員輪流說和聽，再如實覆述對方所說內容。透過六根專注，啟動討論交流，並鼓勵學員敢開口說，因為「敢」就能向前走，就能不斷提升帶領讀書會的能力。



彭桂芳就「方案設計」一一釋疑，從提問、解讀材料與回饋逐一解析，說明成員間互相信任，彼此吸取正能量，才能讀出趣味和法味。



覺培法師傳授示範帶領單元，選用「三好微電影創作競賽」得獎作品《我是父親的腳踏車》為題材，帶領學員輕鬆看微電影並討論分享，學員踴躍發言，分享親子之間的情誼與陪伴；「聞思修證」四層次帶領討論法，行雲流水般運作，讓讀書會充滿溫馨與智慧。



滿穆法師在帶領人回饋中點出，帶領人是引導成員發言的穿針引線者，除了要設計開放式提問，也要能傾聽、回饋，更要營造「安全」環境，讓成員能敞開心胸深層分享，並將其所分享的內容梳理、歸納，引導與作者進行生命經驗對話。



金光明寺副住持有果法師表示，閱讀是自發性的學習，佛光山開山祖師星雲大師圓寂後，留下三百九十五冊《星雲大師全集》法身舍利，是很好閱讀題材，希望佛光人都能是讀書人，讓生活中充滿書香。",https://www.merit-times.com.tw/NewsPage.aspx?unid=885234,【人間社記者呂清月新北報導】佛光山金光明寺十八日舉辦「人間佛教讀書會帶領人培訓」，禮請人間佛教讀書會總執行長覺培法師及人間佛教讀書會滿穆法師、妙寧法師、副...,人間福報,2024年04月23日
金光明寺新春禮千佛 文化獻演,New Year Ceremony of Thousand Buddhas at Jinguangming Temple Cultural Performance,,https://www.lnanews.com/news/7/128080,金光明寺大年初一至初三舉辦禮千佛法會，初五朝山；而初一到初五每天下午，精采的文化表演寓教於樂，許多人扶老攜幼來寺虔誠禮佛、叩鐘祈福，並在靜動兼備的文化表演...,人間通訊社,2024年04月21日
金光明寺讀書會帶領人培訓 期許生活有書香,Jinguangming Temple reading club leader training hopes for a scholarly life,,https://www.lnanews.com/news/158770,"金光明寺讀書會帶領人培訓期許生活有書香 ... 
佛光山金光明寺4月18日舉辦「人間佛教讀書會帶領人培訓」，禮請人間佛教讀書會總執行長覺培法師及人間佛教讀書會滿穆法師、妙寧...",人間通訊社,2024年04月20日
光明寺簡易投石器大賽 親子同樂玩科學,Guangming Temple Simple Catapult Competition Parents and children can enjoy science together,,https://www.lnanews.com/news/158588,在每組家庭將簡易投石器製作完畢後旋即進入比賽場地，每組參賽家庭可推派2-3人，1人拿水桶負責接收，另外1-2人發射投石器。基於安全因素，以毛線球代替小石頭，在限定的...,人間通訊社,2024年04月12日
光明寺家庭日 蔬食壽司上菜,Gwangmyeongji Family Day Vegetarian Sushi is served,"關 於 我 們

《人間福報》是一份多元化的報紙，不單只有報導佛教新聞，乃以推動祥和社會、淨化人心為職志，以關懷人類福祉、追求世界和平為宗旨，堅持新聞的準度與速度、廣度與深度，關懷弱勢族群與公益；強調內容溫馨、健康、益智、環保，不八卦、不加料、不阿諛，希冀藉由優質的內涵，體貼大眾身心靈的需要、關懷地球永續經營、延續宇宙無窮慧命，是一份承擔社會責任的報紙。自許成為「社會的一道光明」的《人間福報》任重而道遠，在秉持創辦人星雲大師「傳播人間善因善緣」的理念之際，更將堅持為社會注入清流，讓福報的發行為人間帶來祥和歡喜，具體實現「人間有福報，福報滿人間」的目標。

人間福報社股份有限公司 統編：70470026",https://www.merit-times.com.tw/NewsPage.aspx?unid=884530,【人間社記者廣明士奧蘭多報導】美國佛光山佛州光明寺中文學校七日舉辦「三好家庭日」，廣邀社區民眾創造親子同享歡樂、完成共同目標的平台，其中有六個三代同堂、一個...,人間福報,2024年04月12日
林明體「閃耀星河」晶釉作品展,"Lin Ming-ti's ""Sparkling Galaxy"" Crystal Glaze Works Exhibition",,https://www.lnanews.com/news/119886,素有「釉藥大師」美譽的林明體老師，應佛光山金光明寺邀請，2月5日至23日在金光明寺五福堂，展出「閃耀星河」晶釉作品20餘件，包含當今難度最高的窯變作品曜星變化釉...,人間通訊社,2024年04月11日
金光明寺說星雲大師僧命故事 幸福自在的佛光修行,Jinguangming Temple tells the story of Master Hsing Yun’s life as a monk and the happy and comfortable Buddha’s Light practice,,https://www.lnanews.com/news/158313,「能遇見星雲大師，是我一生最幸福的事」，慧得法師表示，人身難得、佛法難聞、明師難遇，今生能親近星雲大師學習，從大師的身教和言教，照見幸福自在的佛光修行。,人間通訊社,2024年03月26日
社區傳遞溫暖 金光明寺結好緣,The community spreads warmth and Jinguangming Temple forges a good relationship,"關 於 我 們

《人間福報》是一份多元化的報紙，不單只有報導佛教新聞，乃以推動祥和社會、淨化人心為職志，以關懷人類福祉、追求世界和平為宗旨，堅持新聞的準度與速度、廣度與深度，關懷弱勢族群與公益；強調內容溫馨、健康、益智、環保，不八卦、不加料、不阿諛，希冀藉由優質的內涵，體貼大眾身心靈的需要、關懷地球永續經營、延續宇宙無窮慧命，是一份承擔社會責任的報紙。自許成為「社會的一道光明」的《人間福報》任重而道遠，在秉持創辦人星雲大師「傳播人間善因善緣」的理念之際，更將堅持為社會注入清流，讓福報的發行為人間帶來祥和歡喜，具體實現「人間有福報，福報滿人間」的目標。

人間福報社股份有限公司 統編：70470026",https://www.merit-times.com.tw/NewsPage.aspx?unid=824985,佛光山金光明寺17至29日與國際佛光會中華總會金光明區各分會，在三峽、鶯歌、樹林等地區分贈2萬5千碗臘八粥，以及佛光山開山星雲大師新春墨寶「仁和安康．,人間福報,2024年03月23日
天主教參訪金光明寺 友好交流共為光明祥和努力,Catholics visit Jinguangming Temple for friendly exchanges and joint efforts for brightness and peace,,https://www.lnanews.com/news/225/158220,"義大利普世博愛運動（Focolare Movement）成員Rita Moussallem及Antonio 
Salimbeni、聖方濟沙勿略會王敬仁神父，在天主教輔仁大學副校長林之鼎神父陪同下，一行6人於3...",人間通訊社,2024年03月21日
人間佛教閱讀研討會第二場次金光明寺登場 探討《佛法與義理》,"The second session of the Humanistic Buddhism Reading Seminar was held at Jinguangming Temple to discuss ""Buddha Dharma and Principles""",,https://www.lnanews.com/news/158218,慧喜法師談及多年前他在擔任雲居樓齋堂糾察時的公案，體悟空有不二的妙理，人們有時感覺被約束，就是因為不懂得空有不二。空是有平等、智慧的包容力，就是放下分別心；有是...,人間通訊社,2024年03月21日
芝加哥越南光明寺信眾走春祈福 拜訪芝加哥佛光山,Believers of Vietnamese Guangming Temple in Chicago go on a spring walk to pray for blessings and visit Fo Guang Shan in Chicago,"龍年新春熱鬧非凡，芝加哥佛光山從除夕開始舉辦系列文化交流與新春祈福活動。2月17日更迎來兩部大型巴士，由芝加哥越南光明寺明行法師帶領百多位信眾前來參訪。住持永瀚法師致詞歡迎，簡介芝加哥佛光山新春文化系列活動。國際佛光會芝加哥協會副會長郭雲擔任英文翻譯，協會督導黃于紋擔任越文翻譯。

明行法師帶領大眾，以越南語於三寶前誦經祈褔；永瀚法師帶領大眾，以英語恭讀星雲大師「新春祈願文」；並以「雲水自在‧祥和歡喜」吉祥紅包、小葫蘆掛飾與大眾結緣。信徒們虔誠恭敬的上香、點燈、求法語、寫祈願卡，並且打卡留影。許多人第一次到芝加哥佛光山，非常歡喜。信徒對人生卜事星雲大師的「人生三百歲」、「先空才能有」等法語，非常有興趣，請永瀚法師解法語。第二分會會長許金標和義工們熱誠招待，準備了精美的越南點心、桂圓紅棗茶等。

越南寺院光明寺位於芝加哥北城越裔及華僑聚居地區，結合漢傳佛教與越南佛教，弘揚佛教正法的道場。明行法師表示，芝加哥佛光山的各項活動，都有英文即席翻譯，佛教本土化是非常好的傳承佛法方式。佛光山健全的僧信組織，人人都實踐行「三好」，增強了信徒的凝聚力。

明行法師關心疫情對芝加哥道場的影響與發展，法師表示:曾在印度修行五年，談到佛教在印度的現況與未來，認為佛教在印度的現況雖有挑戰，但只要依佛陀教法，由僧眾帶領信眾，種下學佛種子，假以時日，佛教在印度會再度興隆。

永瀚法師表示，佛光山開山祖師星雲大師非常重文化與教育，透過佛光出版社編訂多種語文的佛教書籍，將佛法推廣到全球五大洲。督導周邁平介紹佛光山在印度的沙彌學院與女眾佛學院等，透過教育培育僧才，減少種姓制度對佛教發展的影響。永瀚法師贈送「人間佛教的戒定慧」越文版書籍給光明寺，由明行法師代表接受，更以莊嚴的彌勒佛像與明行法師結緣。佛光人手結蓮花手印，唱著「佛光照耀著您」的歌聲，歡送參訪團，光明寺信衆圓滿龍年走春祈福之行。

本報芝加哥訊",https://www.singtaousa.com/4786736,龍年新春熱鬧非凡，芝加哥佛光山從除夕開始舉辦系列文化交流與新春祈福活動。2月17日更迎來兩部大型巴士，由芝加哥越南光明寺明行法師帶領百多位信眾前來參訪。,singtaousa.com,2024年03月09日
