label,title,title_translated,link,snippet,source,date,topic,content,keywords
neutral,上海商銀｜台灣大型商業銀行，銀行股的資優生｜馬克的小知識大財富 - 方格子,"Shanghai Commercial Bank｜Taiwan's large commercial bank, a gifted student in banking stocks｜Mark's little knowledge and great wealth - Fanggezi",https://vocus.cc/article/6499ae68fd89780001f2e13f,"本篇內容如下1. 上海商銀介紹2. 上海商銀長期獲利情況3. 
上海商銀的價值性上海商銀介紹，上海商銀，簡稱上海銀行、上海商銀、上銀，上海商業儲蓄銀行擁有超過百年的...",Vocus,2023年06月26日,2,,"['臺灣', '財富', '方格子', '大型']"
negative,挪威主權基金「重壓」這六檔金融股上海商銀新進榜,"Norway's sovereign fund ""heavy pressure"" on these six financial stocks, Shanghai Commercial Bank newly entered the list",https://tw.news.yahoo.com/%E6%8C%AA%E5%A8%81%E4%B8%BB%E6%AC%8A%E5%9F%BA%E9%87%91-%E9%87%8D%E5%A3%93-%E9%80%99%E5%85%AD%E6%AA%94%E9%87%91%E8%9E%8D%E8%82%A1-%E4%B8%8A%E6%B5%B7%E5%95%86%E9%8A%80%E6%96%B0%E9%80%B2%E6%A6%9C-041941631.html,"挪威主權基金「重壓」這六檔金融股上海商銀新進榜 ... 
國際上最大主權財富基金為中投公司CIC旗下資產管理規模AUM的1.35兆美元，其次為挪威政府養老基金（挪威主權基金）資產...",奇摩新聞,2023年06月26日,2,"CTWANT ·

[周刊王CTWANT] 孫安佐2日露面受訪時，對於媽媽近日的爆料，他則表示已跟媽媽和解了，但沒再和爸爸說過話，因為爸爸在背地做許多偷雞摸狗的事，如在他房間放符水，「其實還有很多事情我不想講，畢竟他還是我爸，爸拜託別幹偷雞摸狗的事情，你有種好歹直接跟我說。」接著，孫安佐表示去泰國不...","['金融股', '六檔', '基金', '重壓']"
neutral,〈投資理財〉台灣「上海商銀」傳奇故事多經營穩健值得注意,〈Investment and Financial Management〉Taiwan’s “Shanghai Commercial Bank” has many legendary stories and stable operations worth noting,https://taiwannews.com.tw/zh/news/4922317,上海商銀長期正派經營，管理嚴格，鮮少有被主管機關處分的案例，甚受金融界及投資人的肯定。翻開它的財報，資本額486億1603萬餘元，資本公積加保留盈餘高達1324億8460萬餘...,Taiwan News,2023年06月18日,1,"最近國際政經環境動盪不安，金融體系受創頗深，尤其去（2022）年不論保險、銀行、證券，大部分財務都受到影響，此時如何選擇長期安全穩定標的，作為定存股，尤顯重要。上海商銀（5876）這家百年老店，能夠在風狂雨驟環境下，毫髮無傷，穩健成長，令人嘖嘖稱奇，值得投資人注意。

國內不少以長期穩定收息為重的法人，如保險公司、勞保基金，在財務運用上，都希望求取合理穩定、安全的報酬，紛紛注意上海商銀的穩健，在投資組合中，相繼加入這項投資標的，顯示它的存股價值，而且因為上海商銀採取衡平股利政策，股利穩定，投資人安心。

成立於1915年9月9日的上海商銀，充滿著傳奇故事，常為金融界津津樂道。成立之初，股東都是當時赫赫有名的人物，包括蔣中正、杜月笙，都曾列名。所以當它在台灣復業，召開股東會的時候，股東們一口上海話，無人以為異，杜月笙美麗的二姨太每次參加股東會，常引起全場驚艶。

更特別的是，上海商銀過去召開股東會時，一定唱國歌，成為獨樹一格的特色。也因為大時代的動亂不安，上海商銀不少股東後來移民歐美國家，年老凋零之後，第二代無暇辦理繼承手續，以致不少股份成為「無主物」，處理起來倍感困擾。

談到兩岸關係，上海商銀有說不完的故事，早期中國人代會主席榮毅仁（1916年生），是有名的紅色資本家，與上海商銀前董事長榮鴻慶（1923年生）是堂兄弟，榮鴻慶與國民政府關係深厚，1954年在台復業，1965年正式對外營業迄今，如果沒有這麼深厚的兩岸淵源，它又怎麼可能跨足兩岸三地復業營運，成為金融界的標竿。

台灣、香港、上海，兩案三地的上海商銀，目前都是獨立經營的公司法人，但是又互相持股轉投資，每年都會固定輪流召開年會，互相溝通業務計劃並聯誼，如果有合適的聯貸案，也會共享商機，一起承做放款業務，台灣部分的上海商銀，現在每年都還從上海、香港兩地的上海商銀，以及所擁有的柬埔寨AMK微型金融機構，分配豐厚的股息，利潤達年度獲利的56%，有助於營運表現。

上海商銀長期正派經營，管理嚴格，鮮少有被主管機關處分的案例，甚受金融界及投資人的肯定。翻開它的財報，資本額486億1603萬餘元，資本公積加保留盈餘高達1324億8460萬餘元，每股淨值36.3元，財務狀況良好，也因此成為外資法人庫藏股的最愛。

2022年上海商銀每股盈餘3.33元，今年仍然每股仍然配發1.8元現金股息，在全球風狂雨驟的金融風暴下，表現相當穩健，值得肯定。正由於長期穩健，分析上海商銀籌碼，今年6月9日外資持有比例達56.56%，大戶持有81.34%，可以看出絕大部分都在外資及法人手上。在此同時，國泰金的外資持有比例為為21.12%，富邦金為19.54%，遠不如上海商銀，顯見外資對上海商銀情有獨鐘。

對上海商銀獨具慧眼的法人，應屬國泰金，早在民國105年上海商銀還在興櫃階段，就以每股35元價值，大筆敲進5%的股份，當時曾造成金融界的轟動，以為國泰金企圖入主上海商銀，使國泰金不得不公開澄清，只是純粹財務投資考量，並沒有介入經營權的考量，事實證明所言屬實，迄今連一席董監事都沒有取得。

上海商銀的穩健，在金融環境動盪不安的現在，尤屬難得。上市櫃金融股中，穩定性堪稱銀行股中的榜首，近三年來，每股盈餘持續保持3元以上，近年的股利水準也高。其中2021配息1.7元，2020年配息2.05元，2019年配息2元，股息相當穩定，但是由於它長期穩定低調，在金融類股中並不醒目，股東只有5萬人，而且只有「巷仔內」的投資人才會長期持有，股性穩定。

今年第一季台灣經濟成長率為負3.02%，銀行經營充滿挑戰，但是上海商銀淨利差與淨息差仍維持高水平，合併利息淨收益較去年大幅成長31.2%，合併税後純益達52.6億元，比去年同期增加15%，稅後純益歸屬母公司業主42.6億元，比去年同期成長17%，每股税後純益0.88元，優於去年同期的0.81元。

此外，上海商銀個體3月逾放比0.17 ％，備抵呆帳覆蓋率872.84%，普通股權益比率CETI 12.13%，資本適足率15.88%，營運表現獲利良好，資產品質穩固，資本適足率充足，經營穩健，在現今動盪不安的金融環境下，長保平安，應該是值得投資人注意的長期存股標的。

★投資一定有風險 • 理財請務必慎思★","['理財', '臺灣']"
neutral,上海商銀推動無紙化首創線上發行商業本票功能,Shanghai Commercial Bank promotes paperless and pioneers online issuance of commercial promissory notes function,https://tw.news.yahoo.com/%E4%B8%8A%E6%B5%B7%E5%95%86%E9%8A%80%E6%8E%A8%E5%8B%95%E7%84%A1%E7%B4%99%E5%8C%96-%E9%A6%96%E5%89%B5%E7%B7%9A%E4%B8%8A%E7%99%BC%E8%A1%8C%E5%95%86%E6%A5%AD%E6%9C%AC%E7%A5%A8%E5%8A%9F%E8%83%BD-071257847.html,"上海商銀推動無紙化首創線上發行商業本票功能 ... 
△上海商銀與集保舉辦「商業本票發行電子化傳遞功能說明會」，由資深副總彭國貴(中)與集保組長謝淑瑩(右三)共同主持。",奇摩新聞,2023年06月17日,1,"▲上海商銀與集保舉辦「商業本票發行電子化傳遞功能說明會」，由資深副總彭國貴(中)與集保組長謝淑瑩(右三)共同主持。

▲▲上海商銀與集保舉辦「商業本票發行電子化傳遞功能說明會」，由資深副總彭國貴(中)與集保組長謝淑瑩(右三)共同主持。

上海商銀（5876）攜手台灣集保結算所舉辦『商業本票發行電子化傳遞功能說明會』，向有發行商業本票需求之企業客戶介紹推廣該項功能的使用方式。

以往使用紙本發行商業本票時，發行人須填具多張申請文件表單交付提供保證之銀行，銀行間也需來回多趟行程完成文件遞送，為了因應金融科技發展趨勢及推動無紙化節能減碳目標，上海商業儲蓄銀行於自家企業網路銀行平台『全球一路通』開辦線上遞送保證額度動用服務功能，商業本票發行人若是搭配集保『短期票券登錄系統』，即可於線上完成發行，將商業本票發行流程簡化與數位化並達到完全無紙化，提供企業客戶更多元的線上服務。

上海商銀企業網銀平台『全球一路通』擁有強大的資金管理功能，台、外幣單筆／整批轉帳、薪資轉帳交易、定存、進出口業務包含線上開立信用狀及企業融資撥貸還款等，於今年四月底又增加了商業本票發行功能，發行人無須再提供紙本文件，經由電子憑證押密方式於全球一路通完成遞送申請書程序，以高規格的網路安全機制，提供企業戶便利的各項數位金融服務。發行人以工商憑證或證期共用憑證登入集保短期票券登錄系統，完成登錄承銷相關文件傳送，便可於辦公室內完成發行商業本票所需的全部流程。

上海商銀近年積極落實環境、社會與公司治理(ESG)永續發展，接軌國際簽署科學基礎減量目標倡議(SBTi)，進行投融資碳盤查及規劃減碳目標與策略，該行第一季獲得S&P全球永續年鑑評選為產業排名前10%的ESG績優企業，未來該行也將陸續推動數位轉型，發揮金融影響力，積極打造上銀數位金融生態圈，提供優質的金融服務，此次以場景金融（Financial Scene）為主，提供銀行即服務的概念，將金融商品融入在各項場景之中，打造出既創新又便利的金融生態圈。","['推動', '發行', '商業', '本票']"
neutral,上海商銀首創線上發行商業本票功能助台商全球資金管理,Shanghai Commercial Bank pioneered the online issuance of commercial promissory notes function to help Taiwanese businessmen manage global funds,https://tw.stock.yahoo.com/news/%E4%B8%8A%E6%B5%B7%E5%95%86%E9%8A%80%E9%A6%96%E5%89%B5%E7%B7%9A%E4%B8%8A%E7%99%BC%E8%A1%8C%E5%95%86%E6%A5%AD%E6%9C%AC%E7%A5%A8%E5%8A%9F%E8%83%BD-%E5%8A%A9%E5%8F%B0%E5%95%86%E5%85%A8%E7%90%83%E8%B3%87%E9%87%91%E7%AE%A1%E7%90%86-021141180.html,"上海商銀首創線上發行商業本票功能助台商全球資金管理 ... 
上海商銀(5876)首創線上發行商業本票功能！為推動無紙化，在自家企業網路銀行平台「全球一路通」開辦線上遞送保證...",奇摩股市,2023年06月16日,2,"上海商銀(5876)首創線上發行商業本票功能！為推動無紙化，在自家企業網路銀行平台「全球一路通」開辦線上遞送保證額度動用服務功能，發行人若是搭配台灣集中保管結算所「短期票券登錄系統」，即可完成發行，協助台商在全球擁有強大資金管理能力。

上海商銀董事長李慶言（中）、常務董事榮康信（左）、總經理林志宏（右）。圖/上海商銀提供

上海商銀說，以往使用紙本發行商業本票時，發行人須填具多張申請文件表單交付提供保證之銀行，銀行間也需來回多趟行程完成文件遞送。

為了因應金融科技發展趨勢及推動無紙化節能減碳目標，上海商業儲蓄銀行於自家企業網路銀行平台「全球一路通」開辦線上遞送保證額度動用服務功能，商業本票發行人若是搭配台灣集中保管結算所「短期票券登錄系統」，即可於線上完成發行，將商業本票發行流程簡化與數位化並達到完全無紙化，提供企業客戶更多元的線上服務。

上海商銀企業網銀平台「全球一路通」擁有強大的資金管理功能，台、外幣單筆或整批轉帳、薪資轉帳交易、定存、進出口業務包含線上開立信用狀及企業融資撥貸還款等，於今年四月底又增加了商業本票發行功能，發行人無須再提供紙本文件，經由電子憑證押密方式於全球一路通完成遞送申請書程序，以高規格的網路安全機制，提供企業戶便利的各項數位金融服務。

同時，發行人以工商憑證或證期共用憑證登入台灣集中保管結算所的短期票券登錄系統，完成登錄承銷相關文件傳送，便可於辦公室內完成發行商業本票所需的全部流程。

上海商銀第一季獲得S&P全球永續年鑑評選為產業排名前10%的ESG績優企業，此次以場景金融（Financial Scene）為主，提供銀行即服務的概念，將金融商品融入在各項場景之中，打造出既創新又便利的金融生態圈，以實現普惠金融的價值。

上海商銀攜手集保公司，首創線上商業本票服務。圖/上海商銀提供

延伸閱讀

廣告

開發金股東會 董事長黃思國向87萬股東道歉

上海商銀創辦人四代榮康信：啟動二代傳承服務 傳富資產規模倍增破400億元

上海商銀董座李慶言：看好香港分行今年營收優於去年","['首創', '臺商', '全球', '發行']"
positive,上海商銀聯手集保 力推商業本票傳遞電子化,Shanghai Commercial Bank joins hands with CHEP to promote electronic delivery of commercial promissory notes,https://www.chinatimes.com/realtimenews/20230616001640-260410,上海商銀攜手集保舉辦「商業本票發行電子化傳遞功能說明會」，向有發行商業本票需求之企業客戶介紹推廣該項功能的使用方式。相較於以往使用紙本發行商業本票時，...,中時新聞網,2023年06月16日,1,,"['力推', '商業', '本票', '聯手']"
positive,上海銀強化布局國內新增二分行,Shanghai Bank strengthens its layout and adds two new branches in China,https://www.ctee.com.tw/news/20230614700098-430301,上海商銀董事長李慶言13日在股東會上指出，去年稅後純益149.4億元，年增4.8％，稅後每股純益（EPS）3.33元、年增4.4％，其中海外獲利亮眼、占比高達58.6％，...,工商時報,2023年06月14日,1,,"['強化', '國內', '新增', '佈局']"
positive,上海銀配發現金股利1.8元聚焦兩面向,Shanghai Silver Allocates a Cash Dividend of 1.8 Yuan Focusing on Two Aspects,https://www.ctee.com.tw/news/20230613700549-430301,上海商銀股東會通過現金股利1.8元持續推動數位轉型與永續發展上海商業儲蓄銀行（5876）6月13日舉行股東常會，由董事長李慶言主持，順利通過111年度財務報告及盈餘分配...,工商時報,2023年06月13日,1,,"['現金', '股利', '配發', '聚焦']"
positive,上海商銀續推動數位轉型與永續發展財富管理啟動二代傳承服務| Anue鉅亨- 台股新聞,"Shanghai Commercial Bank continues to promote digital transformation and sustainable development, wealth management launches second-generation inheritance service",https://news.cnyes.com/news/id/5212854,"上海商銀續推動數位轉型與永續發展財富管理啟動二代傳承服務 ... 上海商銀(5876-TW) 
今(13)日舉行股東常會，創辦人榮家第四代常董榮康信看好今年「亞洲經濟還是會增長」，並...",Anue鉅亨,2023年06月13日,2,"鉅亨網記者陳蕙綾 台北 2023-06-13 21:11

上海商銀今天順利通過 111 年度財務報告及盈餘分配案，配發現金股利每股 1.8 元。上海商銀的股東會還順利通過解除該行董事及其代表人競業禁止之限制等議案。

上海商銀今年仍持續受惠於升息，存放利差及淨息差仍維持較高的水準，至今年 1-5 月自結合併淨收益達 193.13 億元，較去年同期成長 15.4%，該行第一季經會計師核閱的合併淨收益為 113.9 億元，較去年第一季成長 13.6%，合併稅後純益 52.6 億元，較去年第一季成長 15.0%，稅後純益歸屬母公司業主 42.6 億元，較去年第一季成長 17.0%，每股稅後純益 0.88 元，高於去年第一季的 0.81 元，獲利表現良好。

上海商銀因應國際發展潮流，訂定今年的策略主軸為：「多元核心，數位永續」，積極致力於擴增新獲利引擎，擴大營收與獲利來源，推動數位轉型與 ESG 永續發展。主要的營運亮點包括：推動財金部及海外分行功能強化專案，更新提升財金交易系統，強化財金部組織人才、產品創新及財務行銷 (TMU) 團隊，以擴大財務操作等非利息收益; 籌設台南市及苗栗縣二家新分行，以拓展新市場、開發新客戶，挹注新營收與獲利。

上海商銀過去以企業金融為主，榮康信表示，近來開始針對企業第二代開展傳承服務，雖然很難跟大型金控如國泰、富邦去比，但是著重在中小企業、個人企業及其家屬，幫忙第二代做生意。

據上海商銀統計，該行積極投入億元級客戶高階資產「傳富」管務，資產規模已達到 400 億元，較去年 6 月設立時增加一倍之多，7 月將向金管會再申請續辦三年。

此外，上海商銀為加速推動數位轉型，也進行數位金融處的組織改造，提升為數位金融事業部，成為該行的第六大事業部，同時擴大組織編制，加強吸引數位金融科技與資訊科技人才，強化數位金融交易與服務平台，該行 5 月底甫於台南市設立南區資訊開發中心，提供南部資訊科技人才在地就業的機會，預計今年下半年將於台南市再設立南區數位科技創新中心。

上海商銀今年也持續推進新核心系統建置專案，以強化資訊競爭力，提供客戶更滿意的金融服務。","['發展', '財富', '管理', '推動']"
positive,上海商銀通過股利1.8元擬增持「美日股」 榮康信：看好亞洲發展 | 財經 | CTWANT,"Shanghai Commercial Bank plans to increase its holdings of ""U.S. and Japanese stocks"" through a dividend of 1.8 yuan. Rong Kangxin: Optimistic about the development of Asia",https://www.ctwant.com/article/262857,"上海商業儲蓄銀行(5876) 
6月13日舉行股東常會，由董事長李慶言主持，順利通過111年度財務報告及盈餘分配案，配發現金股利每股1.8元，如按昨(12)日的收盤價計算，...",CTWANT,2023年06月13日,2,"上海商業儲蓄銀行(5876) 6月13日舉行股東常會，由董事長李慶言主持，順利通過111年度財務報告及盈餘分配案，配發現金股利每股1.8元，如按昨(12)日的收盤價計算，現金股息殖利率約3.9%。

有股東關心員工酬勞、薪資部分，上海商銀總經理林志宏表示，4月發放入帳的工酬勞7600多萬元較上年度的5800多萬元增加，而且整體員工薪資酬勞水準是34家上市金融保險公司中排名第三的。發言人彭國貴也補充說，已連續12年平均加薪3-4%，是在每年7月調薪，下月也會加薪。

常務董事榮康信於會後接受媒體採訪指出，上海商銀以企金為主，個金部分雖未像其他金控部位大，仍持續成長，且在企金的經營也持續深化服務中小企業、二代等的經營與資產配置管理，並在產業逐漸去庫存化，看好亞洲發展。

彭國貴則補充說，上海商銀在新加坡、越南、香港、無錫設立分行、柬埔寨子分行與辦事處，著重布局亞洲；所投資海外標的逾8成為台幣公債、公司債及外幣金融債、公債；股票部位約百億元在台股，今年也正研議增持日股與美股。

上海商銀今年仍持續受惠於升息，存放利差及淨息差仍維持較高的水準，至今年1-5月自結合併淨收益達193.13億元，較去年同期成長15.4%，該行第一季經會計師核閱的合併淨收益為113.9億元，較去年第一季成長13.6%，合併稅後淨利52.6億元，較去年第一季成長15.0%，稅後淨利歸屬母公司業主42.6億元，較去年第一季成長17.0%，稅後每股盈餘0.88元，高於去年第一季的0.81元，獲利表現良好。

上海商銀因應國際發展潮流，訂定今年的策略主軸為：「多元核心，數位永續」，積極致力於擴增新獲利引擎，擴大營收與獲利來源，推動數位轉型與ESG永續發展。

主要的營運亮點包括：推動財金部及海外分行功能強化專案，更新提升財金交易系統，強化財金部組織人才、產品創新及財務行銷(TMU)團隊，以擴大財務操作等非利息收益; 籌設台南市及苗栗縣二家新分行，以拓展新市場、開發新客戶，挹注新營收與獲利。

上海商銀為加速推動數位轉型，也進行數位金融處的組織改造，提升為數位金融事業部，成為該行的第六大事業部，同時擴大組織編制，加強吸引數位金融科技與資訊科技人才，強化數位金融交易與服務平台，該行5月底甫於台南市設立南區資訊開發中心，提供南部資訊科技人才在地就業的機會，預計今年下半年將於台南市再設立南區數位科技創新中心。","['增持', '美日股', '亞洲', '發展']"
positive,羨慕！上海商銀7月要幫員工加薪幅度上看4%,envious! Shanghai Commercial Bank will raise employees’ salaries by 4% in July,https://finance.ettoday.net/news/2519012,"上海商業儲蓄銀行（5876） 
今（13）日舉行股東常會，通過每股配發現金股利1.8元，因獲利穩定成長，去（2022）年平均員工福利188.2萬元、年增12.8%，上海銀指出，...",ETtoday財經雲,2023年06月13日,1,"▲上海商銀7月要幫員工加薪，幅度上看4% 。（圖／上海商銀提供）

記者陳依旻／台北報導

上海商業儲蓄銀行（5876） 今（13）日舉行股東常會，通過每股配發現金股利1.8元，因獲利穩定成長，去（2022）年平均員工福利188.2萬元、年增12.8%，上海銀指出，今年7月會幫員工調薪，幅度上看4%，是該行連續12年為員工加薪。

上海商銀1915年創立於上海，1950年改組香港分行，1965年在台灣正式復業，今日股東會通過配發董事酬金4860萬元及員工酬勞7600萬元，被股東問起公司對於員工人力是公司重要資產，有什麼想法時，上海商銀發言人暨彭國貴表示，今年度的員工酬勞發放高過去年度，過去都在5800萬元左右，今年已提高到7600萬元，這部份是依職級、績效表現來發，但上海商銀已連續12年都幫員工加薪，幅度都在3到4%左右，「今年7月也一樣會啟動加薪、幅度也是3到4%。」

[廣告]請繼續往下閱讀...

上海商銀今年首季合併淨利52.6億元，較去年同期成長15%，稅後淨利歸屬股東權益42.6億元，較去年成長17%，每股盈餘0.88元，展望今年下半年，彭國貴指出，聯準會明年降息機率高，今日市場反應升息停止效應，台股上萬七大關，是事先反應對明年降息的預期。

彭國貴認為，企業融資緩解、通膨緩和、消費需求提高、企業庫存因此加速去化，新產能能開出，營收成長就能帶動企業獲利增加，下半年景氣有望展望正向循環。","['羨慕', '員工', '加薪', '幅度']"
positive,上海商銀董座李慶言：看好香港分行今年營收優於去年,"Li Qingyan, Chairman of Shanghai Commercial Bank: Optimistic about Hong Kong branch’s revenue this year being better than last year",https://tw.stock.yahoo.com/news/%E4%B8%8A%E6%B5%B7%E5%95%86%E9%8A%80%E8%91%A3%E5%BA%A7%E6%9D%8E%E6%85%B6%E8%A8%80%EF%BC%9A%E7%9C%8B%E5%A5%BD%E9%A6%99%E6%B8%AF%E5%88%86%E8%A1%8C%E4%BB%8A%E5%B9%B4%E7%87%9F%E6%94%B6%E5%84%AA%E6%96%BC%E5%8E%BB%E5%B9%B4-041932899.html,"上海商銀董座李慶言：看好香港分行今年營收優於去年 ... 
上海商銀（5876）13日上午舉行股東會，創辦人榮家第四代常董榮康信看好今年「亞洲經濟還是會增長」，此外董事長...",奇摩股市,2023年06月13日,1,,"['看好', '香港', '分行']"
positive,上海商銀通過股利1.8元擬增持「美日股」 榮康信：看好亞洲發展 | CTWANT | LINE TODAY,"Shanghai Commercial Bank plans to increase its holdings of ""U.S. and Japanese stocks"" through a dividend of 1.8 yuan. Rong Kangxin: Optimistic about the development of Asia",https://today.line.me/tw/v2/article/XYeJ8g0,上海商業儲蓄銀行(5876) 6月13日舉行股東常會，由董事長李慶言主持，順利通過111年度財務報告及盈餘分配案，配發現金股利每股1.8元，...,LINE TODAY,2023年06月12日,2,"上海商銀13日召開股東常會，（左起）常務董事榮康信、榮智權與董事長李慶言、總經理林志宏。（圖／黃鵬杰攝）

上海商業儲蓄銀行(5876) 6月13日舉行股東常會，由董事長李慶言主持，順利通過111年度財務報告及盈餘分配案，配發現金股利每股1.8元，如按昨(12)日的收盤價計算，現金股息殖利率約3.9%。

有股東關心員工酬勞、薪資部分，上海商銀總經理林志宏表示，4月發放入帳的工酬勞7600多萬元較上年度的5800多萬元增加，而且整體員工薪資酬勞水準是34家上市金融保險公司中排名第三的。發言人彭國貴也補充說，已連續12年平均加薪3-4%，是在每年7月調薪，下月也會加薪。

常務董事榮康信於會後接受媒體採訪指出，上海商銀以企金為主，個金部分雖未像其他金控部位大，仍持續成長，且在企金的經營也持續深化服務中小企業、二代等的經營與資產配置管理，並在產業逐漸去庫存化，看好亞洲發展。

彭國貴則補充說，上海商銀在新加坡、越南、香港、無錫設立分行、柬埔寨子分行與辦事處，著重布局亞洲；所投資海外標的逾8成為台幣公債、公司債及外幣金融債、公債；股票部位約百億元在台股，今年也正研議增持日股與美股。

上海商銀今年仍持續受惠於升息，存放利差及淨息差仍維持較高的水準，至今年1-5月自結合併淨收益達193.13億元，較去年同期成長15.4%，該行第一季經會計師核閱的合併淨收益為113.9億元，較去年第一季成長13.6%，合併稅後淨利52.6億元，較去年第一季成長15.0%，稅後淨利歸屬母公司業主42.6億元，較去年第一季成長17.0%，稅後每股盈餘0.88元，高於去年第一季的0.81元，獲利表現良好。

上海商銀因應國際發展潮流，訂定今年的策略主軸為：「多元核心，數位永續」，積極致力於擴增新獲利引擎，擴大營收與獲利來源，推動數位轉型與ESG永續發展。

主要的營運亮點包括：推動財金部及海外分行功能強化專案，更新提升財金交易系統，強化財金部組織人才、產品創新及財務行銷(TMU)團隊，以擴大財務操作等非利息收益; 籌設台南市及苗栗縣二家新分行，以拓展新市場、開發新客戶，挹注新營收與獲利。

上海商銀為加速推動數位轉型，也進行數位金融處的組織改造，提升為數位金融事業部，成為該行的第六大事業部，同時擴大組織編制，加強吸引數位金融科技與資訊科技人才，強化數位金融交易與服務平台，該行5月底甫於台南市設立南區資訊開發中心，提供南部資訊科技人才在地就業的機會，預計今年下半年將於台南市再設立南區數位科技創新中心。

延伸閱讀","['亞洲', '發展', '增持', '美日股']"
positive,加速數位轉型上海商銀啟動數位金融處組織改造,"Accelerating digital transformation, Shanghai Commercial Bank launches organizational transformation of digital finance department",https://tw.stock.yahoo.com/news/%E5%8A%A0%E9%80%9F%E6%95%B8%E4%BD%8D%E8%BD%89%E5%9E%8B-%E4%B8%8A%E6%B5%B7%E5%95%86%E9%8A%80%E5%95%9F%E5%8B%95%E6%95%B8%E4%BD%8D%E9%87%91%E8%9E%8D%E8%99%95%E7%B5%84%E7%B9%94%E6%94%B9%E9%80%A0-021153122.html,上海商銀為加速推動數位轉型，也進行數位金融處的組織改造，提升為數位金融事業部，成為第六大事業部，同時擴大組織編制，加強吸引數位金融科技與資訊科技人才，強化數位...,奇摩股市,2023年06月12日,1,"上海商銀今日舉行股東常會，由董事長李慶言（中）、常務董事榮康信（左）、總經理林志宏（右）共同主持。（上海商銀提供）

上海商業儲蓄銀行今（13）日舉行股東常會，通過配發現金股利每股1.8元案，如按昨日的收盤價計算，現金股息殖利率約3.9％。上海商銀為加速推動數位轉型，也進行數位金融處的組織改造，提升為數位金融事業部，成為第六大事業部，同時擴大組織編制，加強吸引數位金融科技與資訊科技人才，強化數位金融交易與服務平台，5月底甫於台南市設立南區資訊開發中心，下半年再設立南區數位科技創新中心。

上海商銀今年仍持續受惠於升息，存放利差及淨息差仍維持較高的水準，至今年1-5月自結合併淨收益達193.13億元，較去年同期成長15.4％，第一季經會計師核閱的合併淨收益為113.9億元，較去年第一季成長13.6％，合併稅後淨利52.6億元，較去年第一季成長15.0％，稅後淨利歸屬母公司業主42.6億元，較去年第一季成長17.0％，稅後每股盈餘0.88元，高於去年第一季的0.81元，獲利表現良好。

上海商銀因應國際發展潮流，訂定今年的策略主軸為「多元核心，數位永續」，積極致力於擴增新獲利引擎，擴大營收與獲利來源，推動數位轉型與ESG永續發展。主要的營運亮點包括：推動財金部及海外分行功能強化專案，更新提升財金交易系統，強化財金部組織人才、產品創新及財務行銷(TMU)團隊，以擴大財務操作等非利息收益，籌設台南市及苗栗縣二家新分行，以拓展新市場、開發新客戶，挹注新營收與獲利。

上海商銀今年也持續推進新核心系統建置專案，以強化資訊競爭力，提供客戶更滿意的金融服務。在推動ESG永續發展方面，今年也已經簽署科學基礎減量目標倡議(SBTi)，正進行投融資碳盤查及規劃減碳目標與策略，同時也通過信用卡及簽帳金融卡ISO 14067碳足跡的驗證，並獲得行政院環保署頒發信用卡及簽帳金融卡產品碳足跡標籤證書，也將發行可持續發展金融債券，導入ISO 46001水資源管理系統及ISO 20400永續採購管理系統。

更多中時新聞網報導

輝達AI灌急單！台積電先進封裝狂爆 這5檔有富爸爸罩

3萬申請沒？營建署：35萬人完成 注意！1種人別白費工夫

政府又要發錢 這筆7月入帳 符資格者扣抵1年貸款本息 「這些人」留意簡訊通知","['轉型', '金融', '組織', '啓動']"
