title,title_translated,content,link,snippet,source,date,keywords,label,topic
SK Telecom's 'quantum cryptography' chip to roll out next week,SK Telecom's 'quantum cryptography' chip to roll out next week,"



SK Telecom's 'quantum cryptography' chip to roll out next week

Korean mobile carrier SK Telecom will commercialize its next-generation quantum cryptography chip next week, the industry's first that can simultaneously generate unpredictable encryptions and develop algorithms to prevent hacking.The product, known as “Q-HSM,” utilizes a quantum random number generator to continuously generate random numbers based on the movement of quantum particles. It was first unveiled at Mobile World Congress 2023 by SK Telecom and Korean IT firm KCS.The latest update incorporates a new type of encryption called post-quantum cryptography (PQC), also known as post-quantum encryption, which firms such as Apple and Meta have recently begun rolling out across their communication platforms. PQC uses complex mathematics to preemptively defend against quantum attacks, or cyberattacks using quantum computers, that might come decades down the line.The new chip also sports physical unclonable function technology, which creates unique “fingerprints,” leveraging randomness introduced during its manufacturing process, in order to prevent counterfeiting and other reproduction.The new chip will be unveiled at this year’s “Quantum Korea 2024,” the largest domestic exhibition in the quantum field, which spans from Tuesday to Thursday at Kintex in Goyang, Gyeonggi. The chips will roll out in various sectors, such as drones, CCTV, home networks and low-power internet of things devices.SKT and KCS are members of the larger enterprise alliance “X Quantum,” which also includes Sos Lab, Axgate, Wooriro, Nokia and IDQ Korea.“With the official naming of the alliance as 'X Quantum' and the launch of the first commercial product, we are embarking on full-scale activities,” SK Telecom Global Solutions Office Manager Ha Min-yong said in a statement. “We will continue to introduce innovative quantum products and solutions, in collaboration with member companies, to establish 'X Quantum' as the representative name in Korea's quantum ecosystem.”BY LEE JAE-LIM [lee.jaelim@joongang.co.kr]",https://koreajoongangdaily.joins.com/news/2024-06-19/business/tech/SK-Telecoms-quantum-cryptography-chip-to-roll-out-next-week/2072095,"SK Telecom will launch quantum cryptography chip 'Q-HSM' at the Quantum 
Korea 2024 Exhibition, featuring post-quantum encryption and unclonable 
function...",Korea JoongAng Daily,2024年06月18日,"['cryptography', 'chip', 'quantum', 'to']",neutral,1
"SK Telecom announced on the 19th that it has confirmed the name of ""Quantum 
Alliance,"" an associatio..","SK Telecom announced on the 19th that it has confirmed the name of ""Quantum 
Alliance,"" an associatio..","사진 확대

SK Telecom announced on the 19th that it has confirmed the name of ""Quantum Alliance,"" an association established with technology and parts companies in the quantum field, and will release quantum cryptography chips as its first commercial product.

In March, SK Telecom formed an association with bilateral companies such as SoS Lab, X-Gate, Uriro, KCS, Nokia, and IDQ Korea to discover and market joint business opportunities. Upon confirming its official name, Xquantum unveiled its first commercial product, the next-generation quantum cryptography chip ""Q-HSM.""

Q-HSM is a product developed by SK Telecom and hardware-based encryption module company KCS, and quantum resistance encryption (PQC) technology was added to the quantum encryption chip exhibited by the two companies at the Mobile World Congress (MWC) last year.

Hardware-based quantum random number generator (QRNG) used to create powerful ciphers, physical duplication prevention (PUF) technology, and software-based PQC cryptography communication technology have been applied simultaneously. It will be able to be installed on drones or CCTVs in the future.

SK Telecom said it will also introduce hybrid products that integrate PQC technology and quantum key distribution (QKD) technology in the future.

Xquantum plans to develop products and explore business opportunities together in the future. Furthermore, it plans to participate in domestic and international exhibitions such as 'Quantum Korea 2024', joint orders for public projects or national projects, and joint participation in B2B projects.",https://www.mk.co.kr/en/it/11045541,"In March, SK Telecom formed an association with bilateral companies such as 
SoS Lab, X-Gate, Uriro, KCS, Nokia, and IDQ Korea to discover and market 
joint...",매일경제,2024年06月18日,"['quantum', 'alliance', 'an', 'announced']",neutral,1
"SK Telecom Unveils Q-HSM, First Commercial Quantum Encryption Chip","SK Telecom Unveils Q-HSM, First Commercial Quantum Encryption Chip",,https://www.businesskorea.co.kr/news/articleView.html?idxno=219483,"In a significant leap for quantum technology, SK Telecom has unveiled its 
first commercial quantum encryption chip, named 'Q-HSM,' on June 19.",Businesskorea,2024年06月18日,"['quantum', 'encryption', 'chip', 'unveils']",neutral,1
"Singtel, Deutsche Telekom, e&, SK Telecom, SoftBank ink pact to establish 
JV for co-developing telco LLMs","Singtel, Deutsche Telekom, e&, SK Telecom, SoftBank ink pact to establish 
JV for co-developing telco LLMs","Advt

Join the community of 2M+ industry professionals Subscribe to our newsletter to get latest insights & analysis. Download ETTelecom App Get Realtime updates

Save your favourite articles Scan to download App

NEW DELHI: Singtel Deutsche Telekom , e&, SK Telecom , and SoftBank on Wednesday signed a joint venture agreement to co-develop and launch multilingual large language models (LLMs) for telecom operators.The world-leading telcos are the founding companies of the Global Telco AI Alliance (GTAA).The JV will see equal investments from the founding companies to support its initial working capital requirements to develop the sector-specific LLM that will help telcos improve customer interactions via digital assists and other innovative artificial intelligence AI ) solutions, according to a joint media statement.The JV will look at deploying innovative AI applications tailored to the needs of the founding companies in their respective markets, enabling them to reach a global customer base of approximately 1.3 billion across 50 countries, the statement added.The telco LLM will be multilingual comprising Korean, English, German, Arabic, and Bahasa, among other languages.The launch of the JV is subject to customary regulatory approvals.At the DTW24 Ignite conference in Copenhagen, the founding companies showcased the potential applications of an LLM for telco, focusing on contact centre and infrastructure use cases.The telcos also demonstrated how an AI-enabled LLM can enhance contact centre operations by generating real-time references for agents during calls and automatically handle post-call tasks. They also illustrated the model's ability to provide answers to infrastructure operators' questions, streamlining their workflows.",https://telecom.economictimes.indiatimes.com/news/industry/singtel-deutsche-telekom-e-sk-telecom-softbank-ink-pact-to-establish-jv-for-co-developing-telco-llms/111114731,"NEW DELHI: Singtel, Deutsche Telekom, e&, SK Telecom, and SoftBank on 
Wednesday signed a joint venture agreement to co-develop and launch 
multilingual large...",ET Telecom,2024年06月18日,"['for', 'telco', 'the', 'llm']",neutral,1
"Korea’s SK Telecom, Moloco join hands for AI ad platform","Korea’s SK Telecom, Moloco join hands for AI ad platform","ASUM 2.0, an AI-based ad platform (Courtesy of SK Telecom)

SK Telecom Co., South Korea’s top mobile carrier, has teamed up with Moloco Inc., a Silicon Valley-based ad-tech solution startup, for the global artificial intelligence ad business to seek new growth drivers amid the saturation of the domestic telco business.SK Telecom said on Monday it launched the AI-based ad platform ASUM 2.0 in partnership with Moloco , Silicon Valley's first Korean CEO-led unicorn, or a startup with an over $1 billion valuation.“We will try to make inroads into the global ad tech market by verifying the possibility of the K-AI Alliance between telcos and ad tech to counter the walled garden of the ad industry through business cooperation with Moloco,” said Shin SangWook, vice president and head of SK Telecom’s ad business.Moloco, founded in 2013, is a member of the K-AI Alliance, which SK Telecom is building to lead the global AI industry.The startup enables its clients to analyze their big data to customize ads for different customers and monetize such ads with its machine-learning technology.SK Telecom and Moloco aim to expand ASUM 2.0’s service to the global market, offering a new ad tech business model to telcos worldwide.ASUM is SK Telecom’s customized targeting ad platform, utilizing the carrier’s services and communication data. The company unveiled ASUM 1.0 in 2021.The latest version, equipped with Moloco’s ad technology, integrates the targeting methods of the two companies to provide highly customized ads for both advertisers and general customers.The platform lets advertisers utilize telcos’ services and advanced targeting technology for marketing purposes while allowing users to access only ads with relevant information.Eun-Yi Ko at koko@hankyung.com Jongwoo Cheon edited this article.",https://www.kedglobal.com/artificial-intelligence/newsView/ked202406170011,"SK Telecom Co., South Korea's top mobile carrier, has teamed up with Moloco 
Inc., a Silicon Valley-based ad-tech solution startup, for the global 
artific.",KED Global,2024年06月18日,"['moloco', 'join', 'ad', 'platform']",neutral,1
SK Telecom to Showcase AI Innovations at “TW24 Ignite”in Copenhagen,SK Telecom to Showcase AI Innovations at “TW24 Ignite”in Copenhagen,,https://www.businesskorea.co.kr/news/articleView.html?idxno=219168,"SK Telecom (SKT) is set to make a significant impact at the “Digital 
Transformation World (DTW24 Ignite)” organized by TM Forum, a global 
consortium with...",Businesskorea,2024年06月18日,"['ai', 'innovations', 'to', 'at']",neutral,1
SK Telecom launches AI-powered advertising platform with U.S. startup Moloco,SK Telecom launches AI-powered advertising platform with U.S. startup Moloco,"



SK Telecom launches AI-powered advertising platform with U.S. startup Moloco

SK Telecom’s employees are operating ASUM 2.0.SK Telecom said Monday that it would launch the AI-based advertising platform ASUM 2.0 in partnership with U.S. machine learning company Moloco.ASUM is a personalized targeted advertising platform leveraging SK Telecom’s services, including T Phone, T Membership, PASS and telecommunications data. Its predecessor, ASUM 1.0, was announced in 2021.Moloco, a Korean-founded startup based in Silicon Valley, uses machine learning and AI to help companies efficiently carry out advertisements.BY CHOI HAE-JIN [choi.haejin@joongang.co.kr]",https://koreajoongangdaily.joins.com/news/2024-06-17/business/industry/SK-Telecom-launches-AIpowered-advertising-platform-with-US-startup-Moloco/2070358,"SK Telecom said Monday that it would launch the AI-based advertising 
platform ASUM 2.0 in partnership with U.S. machine learning company Moloco.",Korea JoongAng Daily,2024年06月18日,"['launches', 'startup', 'moloco', 'advertising']",neutral,1
SK Telecom pumps $10M into US genAI search start-up,SK Telecom pumps $10M into US genAI search start-up,"SK Telecom (SKT) injected $10 million into US-based generative AI (genAI) search engine start-up Perplexity, with an eye to improving its personal assistant services.

As part of the deal, SKT will provide local language data to fine-tune Perplexity’s large language model and improve search results in Korean.

The pair signed a strategic partnership at MWC Barcelona 2024 to bring Perplexity’s AI search engine into SK Telecom’s A. personal assistant.

In a statement, SKT noted Perplexity also agreed to invest in Global AI Platform Co (GAP Co), a company the operator established in Silicon Valley in 2023 to develop AI search services.

SKT plans to launch a subscription-based search service called Perplexity Pro, which will initially be free for a year.

The operator has a portfolio of 13 AI-related investments and has taken a number of steps to reposition itself as an AI company.

It invested in Anthropic in August 2023.",https://www.mobileworldlive.com/ai-cloud/sk-telecom-pumps-10m-into-us-genai-search-start-up/,"SK Telecom (SKT) injected $10 million into US-based generative AI (genAI) 
search engine start-up Perplexity, with an eye to improving its personal 
assistant...",Mobile World Live,2024年06月18日,"['pumps', '10m', 'search', 'start']",positive,4
SK Telecom Invests $10 Million in AI Search Engine Perplexity,SK Telecom Invests $10 Million in AI Search Engine Perplexity,"South Korean telecommunications giant SK Telecom announced a $10 million investment in the U.S.-based generative AI search engine startup, Perplexity. The partnership aims to enhance Perplexity’s AI-powered search platform, positioning it as a potential competitor to Google in the search engine market.

Founded in 2022, Perplexity AI differentiates itself by delivering direct answers from real-time internet searches, rather than relying on pre-trained datasets. This approach ensures that its responses are more current. The platform handles over 230 million search requests monthly.

The collaboration between SK Telecom and Perplexity began with a strategic agreement signed at MWC Barcelona in February. Under this agreement, SK Telecom’s subscribers gain free access to the premium version of Perplexity. In turn, SK Telecom plans to integrate Perplexity’s models to develop AI personal assistant products featuring real-time information access.

As part of their joint efforts, SK Telecom will provide Perplexity with Korean-language data to improve its language model. Dmitry Shevelenko, Chief Business Officer at Perplexity, expressed enthusiasm about the partnership, emphasizing their shared vision of enhancing AI services.

Lee Jae-shin, Vice President of AI Growth Strategy at SK Telecom, highlighted the investment as a strategic move to bolster the company’s global competitiveness in the AI search market. He noted that the cooperation would enhance their AI personal assistant services both domestically and internationally.

Additionally, Perplexity will invest in SK Telecom’s Global AI Platform Corporation, established last year. SK Telecom has been actively pursuing leadership in AI, with CFO Kim Jin Won underscoring the company’s commitment to transforming into an AI-driven enterprise. This transformation includes various initiatives and strategic investments, such as the formation of the Global Telco Alliance with e&, Deutsche Telecom, and Singtel to explore AI applications in telecommunications.",https://voip.review/2024/06/14/sk-telecom-invests-10-million-ai-search-engine-perplexity/,"South Korean telecoms giant SK Telecom announced a $10 million investment 
in the U.S.-based generative AI search engine startup, Perplexity.",VoIP Review,2024年06月18日,['invests'],neutral,1
SK Telecom Invests $10 Million in AI Search Engine Startup Perplexity,SK Telecom Invests $10 Million in AI Search Engine Startup Perplexity,,https://www.businesskorea.co.kr/news/articleView.html?idxno=219064,"SK Telecom announced on June 13 that it will invest $10 million 
(approximately 13.7 billion won) in the US generative AI search engine 
startup Perplexity,...",Businesskorea,2024年06月18日,"['invests', 'startup', 'perplexity']",positive,1
SK Telecom invests $10m in gen AI search engine Perplexity,SK Telecom invests $10m in gen AI search engine Perplexity,"News

The platform aims to be a Google rival, having already received backing from the likes of Nvidia and Amazon boss Jeff Bezos

South Korean telco SK Telecom has announced today that it will invest $10 million in US-based generative AI search engine start up Perplexity.

The two companies will collaborate to further develop Perplexity’s GenAI search engine platform, which is attempting to disrupt Google’s hegemony over the industry.

Founded in 2022, Perplexity AI is an AI-powered search engine that provides direct answers to questions by analysing information from across the internet, rather than just listing websites. It searches the internet in real time, rather than being trained on a fixed dataset (such as Chat GPT), so its answers are more up to date. It currently processes over 230 million search requests each month.

Perplexity and SK Telecom first signed a strategic cooperation agreement at MWC Barcelona in February. Here, the companies agreed that SKT subscribers could use the paid version of Perplexity for free, and the company could use Perplexity’s models to build personal AI assistant products with access to real-time information.

SK Telecom will provide Perplexity with Korean-language data and other content to help improve its large language model.

“Both companies share a vision to provide the best AI services that enrich our lives. We are excited about this partnership and are pleased to have the opportunity to provide Perplexity Pro services to SKT customers,” said Dmitry Shevelenko, Perplexity’s Chief Business Officer.

“Through this investment cooperation with Perplexity, we have secured global competitiveness in the AI search engine market,” said Lee Jae-shin, SKT’s Vice President of AI Growth Strategy.

“Based on the close cooperation between the two companies, we will strengthen A.’s search capabilities and plan to launch the highest level AI personal assistant service at home and abroad,” he continued.

As part of the agreement, Perplexity will also invest in SK Telecom’s Global AI Platform Corporation, which was established last year.

SK Telecom has been hugely vocal in the last two years about its goal of becoming a world leader in AI. The company’s Chief Financial Officer Kim Jin Won has said that the company is “stepping up efforts on all fronts to transform itself into an AI company”, including launching numerous initiatives and making various strategic investments in AI startups.

To this end, last year SK Telecom formed a Global Telco Alliance with e&, Deutsche Telecom, and Singtel to collaborate on the use of AI in the telecoms sector and create new customer and business opportunities.

Keep up to date with the latest international telecoms news by subscribing to the Total Telecom daily newsletter

Also in the news:

Freshwave to deploy small cells in Manchester for VMO2

SGP.32: A reality check on the latest remote SIM provisioning standard

Telefónica Germany and Ericsson renew core network partnership",https://totaltele.com/sk-telecom-invests-10m-in-gen-ai-search-engine-perplexity/,"South Korean telco SK Telecom has announced today that it will invest $10 
million in US-based generative AI search engine start up Perplexity.",Total Telecom,2024年06月18日,"['invests', '10m', 'in']",neutral,1
SK Telecom invests in GenAI search startup Perplexity,SK Telecom invests in GenAI search startup Perplexity,"SK Telecom has invested $10m in Perplexity, a San Francisco-based generative AI (GenAI)-enabled conversational search engine developer with which the South Korean telco struck a strategic partnership in February. SK Telecom, which has been positioning itself as an ‘AI company’ for almost two years (during which time it has made investments in multiple AI-related startups), said the investment will strengthen the partnership and lead to further joint development work on large language model (LLM) developments. “We will map the global AI ecosystem together,” stated SK Telecom in this announcement (in Korean). As part of the new enhanced relationship, Perplexity, which earlier this year raised $62.7m in its Series B round funding, agreed to make future investments in the Global AI Platform Corp. (GAP Co.), which SKT established in Silicon Valley last year. “GAP Co. is SKT's global AI service developer and jointly develops AI search services with Perplexity,” noted the Korean operator.

Perplexity will also collaborate with SK Telecom cooperate on the development of generative AI-based search engines to be integrated in the telco’s AI personal assistants, including its A. (aka Adot) application.

According to SK Telecom, Perplexity's GenAI search engine is “characterised by a short delay time between searching and finding an answer, and providing users with information from accurate sources. Also, unlike keyword search, you can search as if you were communicating with a person, and various search results such as quotes, images, and graphs related to the answer are provided.” The telco expects that integrating the search engine into its AI assistants will enable them to “perform a wide range of functions such as interactive questions, summary of search results, suggestion of related search words, English translation and summary.”

SK Telecom also plans to offer Perplexity Pro, a paid subscription search service, to its customers for free for one year at some point in the future.

“Both companies share a vision to provide the best AI services that enrich our lives,” stated Dmitry Shevelenko, chief business officer (CBO) at Perplexity. “We are pleased to have the opportunity to provide Perplexity Pro services to SKT customers… Partnerships with telecommunications companies that are at the forefront of customers’ daily lives will be a key factor in Perplexity’s growth strategy, and as this is the first case of cooperation with a global telecommunications company, we expect our partnership with SKT to continue in the long term.”

Lee Jae-shin, VP of AI growth strategy at SK Telecom, said: “Through this investment cooperation with Perplexity, we have secured global competitiveness in the AI ​​search engine market. Based on the close cooperation between the two companies, we will strengthen Adot’s search capabilities… We plan to launch the highest level AI personal assistant service at home and abroad.”

When it comes to telco partnerships, Perplexity isn’t only working with SK Telecom: Earlier this year it struck partnership agreements with Deutsche Telekom and Japan’s SoftBank.

At the time, SoftBank’s Head of Consumer Business Promotion Unit, Hiroyuki Terao, noted: “We are delighted to announce our alliance with Perplexity, leading innovators in the realm of AI-powered service. We have continuously transformed people's lives through our philosophy: ‘Information Revolution -Happiness for everyone-’ and offering Perplexity to users in Japan aligns perfectly with this philosophy. This is merely the commencement of our journey. Through this collaboration, we aspire to embody our philosophy in the realm of generative AI.”

Jon Abrahamson, Chief Product & Digital Officer at Deutsche Telekom, stated: “We are in the midst of a technology revolution that will reshape every aspect of our lives, and we at Deutsche Telekom want to assure that its benefits stay open and accessible to everyone. For this reason, we are thrilled at the opportunity to work with Perplexity as they seek to revolutionise search and access to information.”

- Ray Le Maistre, Editorial Director, TelecomTV",https://www.telecomtv.com/content/telcos-and-ai-channel/sk-telecom-invests-in-genai-search-startup-perplexity-50606/,"SK Telecom and generative AI search engine developer Perplexity have been 
partners since FebruaryNow the Korean telco has taken a small equity stake.",TelecomTV,2024年06月18日,"['invests', 'in', 'startup', 'perplexity']",positive,1
SK Telecom announces $10M investment in Perplexity AI,SK Telecom announces $10M investment in Perplexity AI,"Ryan Daws is a senior editor at TechForge Media with over a decade of experience in crafting compelling narratives and making complex topics accessible. His articles and interviews with industry leaders have earned him recognition as a key influencer by organisations like Onalytica. Under his leadership, publications have been praised by analyst firms such as Forrester for their excellence and performance. Connect with him on X (@gadget_ry) or Mastodon (@gadgetry@techhub.social)

SK Telecom (SKT) has announced a $10 million investment in generative AI search engine startup Perplexity AI.

The partnership enhances SKT’s presence in the field of generative AI search technology, an area that has drawn considerable interest from major tech companies. The collaboration is expected to bolster SKT’s ‘AI personal assistant’ services.

Perplexity, a rapidly growing rival to Google, has already established a formidable presence in the AI search industry.

Processing over 230 million search requests monthly worldwide, Perplexity has attracted notable investments from industry giants, including Nvidia and Amazon’s Jeff Bezos. It was recently recognised as the leading chatbot in usability by the Wall Street Journal’s “The Great AI Chatbot Challenge”.

The partnership between SKT and Perplexity was first hinted at during the MWC 2024 event in Barcelona, where they signed a strategic cooperation agreement. This new investment further solidifies their commitment to creating sustainable AI business synergies. In addition, Perplexity has agreed to invest in SKT’s Global AI Platform Corporation (GAP Co.), established in Silicon Valley last year to develop AI search services.

Perplexity’s AI search engine is built on a Large Language Model (LLM) and is distinguished by its conversational search capabilities, short response times, and accurate sourcing of information. Unlike traditional keyword searches, it allows users to interact with the AI as if conversing with a person, delivering a variety of related results, including quotes, images, and graphs.

An example of its functionality can be seen when querying about the skills of footballers Ronaldo and Messi. The AI summarises necessary information, such as team performance, awards, and scoring records, providing a comprehensive answer that saves users from sifting through multiple links.

Additionally, Perplexity claims to counter “hallucinations” common in generative AI by providing sources like news articles, YouTube videos, and blog posts. The system also suggests follow-up questions for deeper exploration and offers quick translations and summaries for English articles.

This partnership aims to integrate Perplexity’s generative AI search engine into SKT’s ‘A. (“A dot”)’ AI personal assistant, enhancing its functionality with interactive queries, search result summaries, related search suggestions, and translation services. SKT will contribute Korean data and cultural content, aiding in fine-tuning the LLM and advancing search solutions for better performance in Korean language searches.

Lee Jae-shin, SKT’s Vice President of AI Growth Strategy, commented: “Through this investment cooperation with Perplexity, we have secured global competitiveness in the AI search engine market.

“Based on the close cooperation between the two companies, we will strengthen A.’s search capabilities and plan to launch the highest level AI personal assistant service at home and abroad.”

Dmitry Shevelenko, Perplexity’s Chief Business Officer, added: “Both companies share a vision to provide the best AI services that enrich our lives. We are excited about this partnership and are pleased to have the opportunity to provide Perplexity Pro services to SKT customers.”

SKT plans to offer ‘Perplexity Pro’ – a premium subscription search service, free to its customers for one year – supported by joint marketing efforts through its A. and T Universe channels. This partnership will position SKT as the only domestic telecoms company to offer Perplexity’s services to local customers.

See also: KPN and ABP form tower company amid rising data demand

Want to learn more about AI and big data from industry leaders? Check out AI & Big Data Expo taking place in Amsterdam, California, and London. The comprehensive event is co-located with other leading events including Intelligent Automation Conference, BlockX, Digital Transformation Week, and Cyber Security & Cloud Expo.

Explore other upcoming enterprise technology events and webinars powered by TechForge here.",https://www.telecomstechnews.com/news/2024/jun/13/sk-telecom-announces-10m-investment-perplexity-ai/,"SK Telecom (SKT) has announced a $10 million investment in generative AI 
search engine startup Perplexity AI.",Telecoms Tech News,2024年06月18日,"['editor', 'at', 'senior', 'techforge']",positive,1
SK Telecom to invest $10 mn in Perplexity for AI search cooperation,SK Telecom to invest $10 mn in Perplexity for AI search cooperation,"Advt

Join the community of 2M+ industry professionals Subscribe to our newsletter to get latest insights & analysis. Download ETTelecom App Get Realtime updates

Save your favourite articles Scan to download App

Seoul: SK Telecom , a leading South Korean mobile carrier, said on Thursday it will invest $10 million in US Artificial Intelligence AI ) startup Perplexity to cooperate on AI search services.Perplexity also plans to invest in Global AI Platform, an AI service developing arm of SK Telecom in Silicon Valley, according to the Korean company.However, it did not elaborate on the financial terms of the US side, reports Yonhap news agency.SK Telecom and Perplexity signed a strategic partnership during the Mobile World Congress in February to boost their cooperation in the AI search engine business.Through mutual investments, Perplexity plans to help SK Telecom develop an AI search engine for the personal AI assistant service that the Korean company is currently developing for the global market, as well as its existing service, A.To support this collaboration, SK Telecom will provide Korean-language data and cultural content to Perplexity to help the startup fine-tune its large language model and make its search solution more sophisticated.Perplexity's service is considered a challenger to Google , the world's biggest search engine, as it uses generative AI models to answer users' inquiries swiftly and with sources of information.""Based on the cooperation between the two companies, we plan to strengthen the search capabilities of A. and release a globally top-level AI personal assistant service,"" Lee Jae-shin, SK Telecom's head of global business development, said.Meanwhile, the Korean company said it plans to provide the paid version of Perplexity's search service to its subscribers for free for one year.",https://telecom.economictimes.indiatimes.com/news/industry/sk-telecom-to-invest-10-mn-in-perplexity-for-ai-search-cooperation/110958178,"SK Telecom and Perplexity signed a strategic partnership during the Mobile 
World Congress in February to boost their cooperation in the AI search 
engine...",ET Telecom,2024年06月18日,"['invest', 'to', 'search', 'cooperation']",neutral,1
SK Telecom invests $10 mn in Perplexity,SK Telecom invests $10 mn in Perplexity,"South Korea's SK Telecom Co. announced on Thursday that it invested $10 million in Perplexity, the US-based generative artificial intelligence (AI) search engine startup.The company will collaborate with the startup in the generative AI search engine field.Perplexity will also invest in SK Telecom's Global AI Platform Corporation, established last year in Silicon Valley.The US-based startup is known for its conversational AI search powered by large language models (LLMs) and has previously secured backing from tech giants like Nvidia and Amazon chairman Jeff Bezos.This partnership builds on a strategic agreement formed at Mobile World Congress (MWC) 2024 in Barcelona, where SK Telecom and Perplexity committed to working together on AI search engine development.The investment will enable Perplexity to collaborate on a generative AI search engine for integration into SK Telecom's AI assistant platform A. (A Dot) and its upcoming global AI personal assistant service.SK Telecom will contribute Korean language data and cultural expertise, along with engaging in joint development activities.This includes fine-tuning Perplexity's LLMs to optimize search performance for Korean users and enhance overall search solutions.Perplexity's AI search engine boasts fast response times and leverages reliable sources to prevent the generation of inaccurate information.Integration with SK Telecom's AI personal assistant service is expected to unlock functionalities like conversational search, search result summarization, and English translation.SK Telecom plans to offer one-year free subscriptions to Perplexity Pro, the startup's premium search service, to its customers.Both sides will also launch joint marketing initiatives across various SK Telecom channels, including A., T Universe, and T Membership.Seung-Woo Lee at leeswoo@hankyung.com",https://www.kedglobal.com/artificial-intelligence/newsView/ked202406130005,"South Korea's SK Telecom Co. announced on Thursday that it invested $10 
million in Perplexity, the US-based generative artificial intelligence (AI) 
search...",KED Global,2024年06月18日,"['invests', 'mn']",neutral,1
SK Telecom hosts O-RAN Alliance meeting for 1st time in S. Korea,SK Telecom hosts O-RAN Alliance meeting for 1st time in S. Korea,"SEOUL, June 12 (Yonhap) -- SK Telecom Co. said Wednesday it is hosting a regular meeting of the O-RAN Alliance, a global community of mobile operators for open radio access network (RAN), this week for the first time in South Korea to discuss communications network technologies.

The meeting kicked off Monday for a five-day run in Incheon, just west of Seoul, with officials from over 300 companies and research institutes across the world in attendance, according to the Korean mobile carrier.

It marks the first time the alliance is holding its face-to-face meeting in South Korea, which takes place three times every year in Europe, Asia and North America in rotation.

During this week's meeting, the O-RAN Alliance will focus on the standardization of open RAN and sixth-generation (6G) communications network technologies.

Open RAN is a new approach to building and managing mobile networks that connect smartphones to the internet. It aims to create more adaptable and efficient mobile networks by promoting openness and interoperability.

SK Telecom said it has suggested standardizing ""telco edge artificial intelligence (AI) infrastructure,"" a technology aimed at increasing the value of mobile communication networks through edge computing and AI solutions.

On Wednesday, South Korea's Open Ran Industry Alliance, chaired by SK Telecom, plans to sign a memorandum of understanding with the O-RAN Alliance for technological cooperation and will host an open-RAN symposium on the sidelines of the five-day meeting.

""Open RAN and telco edge AI infrastructure technologies are core technologies needed for the evolution of mobile communications networks, including the 6G,"" Dr. Takki Yu, vice president and head of infra tech office at SK Telecom, said.



Dr. Takki Yu, vice president and head of infra tech office at SK Telecom Co., speaks at a five-day O-RAN Alliance face-to-face meeting, which kicked off in Incheon, west of Seoul, on June 10, 2024, in this photo provided by the Korean company. (PHOTO NOT FOR SALE) (Yonhap)

nyway@yna.co.kr

(END)",https://en.yna.co.kr/view/AEN20240612003400320,"SEOUL, June 12 (Yonhap) -- SK Telecom Co. said Wednesday it is hosting a 
regular meeting o...",Yonhap News Agency,2024年06月18日,"['alliance', 'meeting', 'hosts', 'ran']",neutral,1
South Korean AI chip developers Rebellions and Sapeon to merge,South Korean AI chip developers Rebellions and Sapeon to merge,,https://www.reuters.com/technology/artificial-intelligence/south-korean-ai-chip-developers-rebellions-sapeon-merge-2024-06-12/,"South Korean AI chip developers Rebellions Inc and Sapeon Korea Inc are 
pursuing a merger, Sapeon parent SK Telecom Co said on Wednesday, in the 
latest...",Reuters,2024年06月18日,"['chip', 'developers', 'rebellions', 'south']",neutral,1
SK Telecom honored for CDMA milestone amidst collusion controversy,SK Telecom honored for CDMA milestone amidst collusion controversy,,https://www.chosun.com/english/industry-en/2024/06/11/NUJHBX2WINCZZDQGB7UYRRMPHY/,"“It is unfortunate that SK Telecom's efforts, including the world's first 
commercialization of Code Division Multiple Access (CDMA), are being 
overshadowed...",조선일보,2024年06月18日,"['cdma', 'milestone', 'honored', 'for']",positive,1
