label,title,title_translated,content,link,snippet,source,date,keywords,topic
positive,玉山金法說會／首季財富管理創高 前四月賺80億創歷年同期最佳,"Yushan Golden Dharma Conference/Wealth Management Hits a High in the First Quarter, Earning 8 Billion RMB in the First Four Months, the Best in the Same Period in Previous Years","本文共1294字

玉山金控（2884）7日召開法人說明會，公布2024年第一季營運概況。自結淨收益174.9億元，稅後純益成長3.4%達62.5億元，為歷年單季最高紀錄。金控每股稅後盈餘(EPS) 0.4元、股東權益報酬率(ROE) 10.38%、資產報酬率(ROA) 0.68%。玉山銀行稅後淨利56.4億元，成長2.6%，證券淨利4.6億元、創投淨利2.4億元，各子公司獲利能力良好。今日玉山金控公布4月獲利17.5億元，累計稅後純益80億元，較去年同期增加5.40%，創歷年同期最高。

本季淨手續費收入62.4億元為單季新高，年增26.2%，其中財富管理淨手續費收入29.8億元同創單季新高，成長34.7%，共同基金、保險、債券等金融產品分別成長67.1%、9.9%、28.8%，玉山全面升級理財快易通，運用科技打造數位理財新體驗。前三月信用卡淨手續費收入17.6億元，年成長7.1%，簽帳金額1,302億元，為歷年同期新高，年成長8.7%。玉山星宇航空聯名卡、熊本熊聯名卡及攜手日本PayPay綁定玉山Wallet，滿足顧客海外旅遊支付需求。此外，繳稅季推出「金彩稅月」活動，使用玉山信用卡繳納綜所稅，獲得顧客正面回響。

玉山穩健發展存、放款業務，前三月淨利息收入較去年同期成長18.0%。受惠於台灣經濟穩健發展，AI及半導體相關產業需求大增，出口及內需動能強勁，總放款年成長9.5%，企業放款及個人放款分別成長8.6%、10.5%，尤其中小企業放款動能佳，年成長11.8%；持續深化永續責任授信，永續連結貸款餘額突破600億元。資產品質方面，逾期放款比率(NPL)為0.16%，備抵呆帳覆蓋率770.96%，展現優異的風險管理能力。

玉山海外經營有成，首季海外分、子行獲利成長10.2%，合計貢獻銀行淨利34.8%，獲利能力及風險管理良好。玉山擴大海外服務網絡，多倫多分行已經獲金管會同意向加拿大主管機關申請設立；馬來西亞吉隆坡代表人辦事處預計下半年開幕；此外，並規劃申設熊本出張所(支行)，搭配福岡分行就近服務台積電及台商供應鏈。

玉山新一代「e指申請平台」，顧客只需填寫一次資料即可同時申請開戶、信貸、證券等七項服務，並領先同業取得數位及電子支付帳戶開戶服務碳足跡認證，提升金融體驗同時減少碳排，更於今年發行國內首檔將資金用於生物多樣性之永續債券，持續推動永續投資。玉山透過數位、永續金融提升營運韌性，發揮正面影響力，打造永續未來。

玉山表示，綜合績效再獲國際媒體最高肯定，國際知名的全球金融《Global Finance》評選玉山為2024年「台灣最佳銀行」，肯定獲利快速成長、完善海外布局，已經成為亞太地區相當具競爭力的區域銀行；連續四度榮獲財經雜誌富比士《Forbes》「全球最佳銀行」台灣銀行業第一名，在調查中獲得最多受訪者推薦，是顧客心目中最信任的銀行；再度榮獲《遠見雜誌》ESG企業永續獎「綜合績效-金融保險業」首獎，並且第九度榮獲公司治理評鑑前5%佳績。展望2024年，玉山將持續深化海外據點串聯，聚焦高資產顧客經營，並擴大永續金融的影響力，為股東、員工、顧客及這片土地，創造更大的價值。",https://money.udn.com/money/story/5613/7947985,"玉山金法說會／首季財富管理創高前四月賺80億創歷年同期最佳 ... 
玉山金控（2884）7日召開法人說明會，公布2024年第一季營運概況。自結淨收益174.9億元，稅後純益成長3.4%達...",經濟日報,2024年05月07日,"['首季', '財富', '管理', '億創']",2
neutral,〈玉山金法說〉Q1海外據點貢獻銀行獲利35% 申設熊本出張所服務台積電,<Tamayama Golden Dharma Theory> Q1 overseas bases contributed 35% of bank profits. Application for establishment of Kumamoto branch office to serve TSMC,"玉山金 (2884-TW) 今 (7) 日召開法人說明會，由於近年海外經營有成，今 (2024) 年第一季海外分、子行獲利成長 10.2%，合計貢獻銀行純益 34.8%，顯示獲利能力及風險管理良好。

玉山持續擴大海外服務網絡，馬來西亞吉隆坡代表人辦事處預計下半年開幕；此外，玉山規劃申設熊本出張所 (支行)，搭配福岡分行就近服務台積電 (2330-TW) 及台商供應鏈。

玉山銀行考量加拿大為全球前十大經濟體，金融市場成熟穩定，雙邊貿易快速成長，規劃於加拿大設立多倫多分行，以提升該行國際金融服務能力，日前已經獲得金管會核准。

玉山綜合績效再獲國際媒體最高肯定，國際知名的全球金融《Global Finance》評選玉山為 2024 年「台灣最佳銀行」，肯定獲利快速成長、完善海外布局，已經成為亞太地區相當具競爭力的區域銀行；連續四度榮獲財經雜誌富比士《Forbes》「全球最佳銀行」台灣銀行業第 1 名，在調查中獲得最多受訪者推薦，是顧客心目中最信任的銀行。

展望 2024 年，玉山金強調，將持續深化海外據點串聯，聚焦高資產顧客經營，並擴大永續金融的影響力，為股東、員工、顧客及這片土地創造更大的價值。

更多鉅亨報導

•Q1淨手收創史上單季新高 財管業務成長強勁同創高

•玉山金前4月賺80億元創歷年同期最高 EPS 0.51元",https://tw.stock.yahoo.com/news/%E7%8E%89%E5%B1%B1%E9%87%91%E6%B3%95%E8%AA%AA-q1%E6%B5%B7%E5%A4%96%E6%93%9A%E9%BB%9E%E8%B2%A2%E7%8D%BB%E9%8A%80%E8%A1%8C%E7%8D%B2%E5%88%A935-%E7%94%B3%E8%A8%AD%E7%86%8A%E6%9C%AC%E5%87%BA%E5%BC%B5%E6%89%80%E6%9C%8D%E5%8B%99%E5%8F%B0%E7%A9%8D%E9%9B%BB-080414052.html,"〈玉山金法說〉Q1海外據點貢獻銀行獲利35% 申設熊本出張所服務台積電 ... 玉山金(2884-TW) 今(7) 
日召開法人說明會，由於近年海外經營有成，今(2024) 年第一季海外分、子行獲...",奇摩股市,2024年05月07日,"['獲利', '貢獻', '金法']",1
neutral,〈玉山金法說〉Q1海外據點貢獻銀行獲利35% 申設熊本出張所服務台積電| Anue鉅亨- 台股新聞,<Tamayama Golden Dharma Theory> Q1 overseas bases contributed 35% to bank profits. Application for establishment of Kumamoto branch office to serve TSMC,"鉅亨網記者陳于晴 台北 2024-05-07 16:04

玉山金 (2884-TW) 今 (7) 日召開法人說明會，由於近年海外經營有成，今 (2024) 年第一季海外分、子行獲利成長 10.2%，合計貢獻銀行純益 34.8%，顯示獲利能力及風險管理良好。

玉山銀行考量加拿大為全球前十大經濟體，金融市場成熟穩定，雙邊貿易快速成長，規劃於加拿大設立多倫多分行，以提升該行國際金融服務能力，日前已經獲得金管會核准。

玉山綜合績效再獲國際媒體最高肯定，國際知名的全球金融《Global Finance》評選玉山為 2024 年「台灣最佳銀行」，肯定獲利快速成長、完善海外布局，已經成為亞太地區相當具競爭力的區域銀行；連續四度榮獲財經雜誌富比士《Forbes》「全球最佳銀行」台灣銀行業第 1 名，在調查中獲得最多受訪者推薦，是顧客心目中最信任的銀行。",https://news.cnyes.com/news/id/5549718,"玉山金 (2884-TW) 今(7) 日召開法人說明會，由於近年海外經營有成，今(2024) 年第一季海外分、子行獲利成長10.2%，合計貢獻銀行純益 
34.8%，顯示獲利能力及風險管理...",Anue鉅亨,2024年05月07日,"['獲利', '金法', '貢獻', 'q1']",1
neutral,美金定存好嗎？30家以上銀行美元定存利率整理！2024 各銀行美元高利定存新專案！｜卡優新聞網,Is it good to deposit U.S. dollars? Compilation of USD fixed deposit interest rates from more than 30 banks! 2024 New US dollar fixed deposit projects with high interest rates from various banks! ｜Kayou News Network,"為抑制居高不下的通膨，美國聯準會從2022年至2023年7月，一共宣布升息11次，累積升息21碼，來到5.25%~5.50 %區間。進而推升美元走勢，美金定存利率誘人，不少人想趁勢賺取利差，已將存款換成美元。

2022年3月17日：升息一碼（利率調升至0.25%~0.5%）

2022年5月4日：升息兩碼（利率調升至0.75%~1%）

2022年6月16日：升息三碼（利率調升至1.5%~1.75%）

2022年7月27日：升息三碼（利率調升至2.25%~2.5%）

2022年9月22日：升息三碼（利率調升至3%~3.25%）

2022年11月3日：升息三碼（利率調升至3.75%~4%）

2022年12月14日：升息兩碼（利率調升至4.25%~4.5%）

2023年2月2日：升息一碼（利率調升至4.5%~4.75%）

2023年3月：升息一碼（利率調升至4.75%~5%）

2023年5月：升息一碼（利率調升至5%~5.25%）

2023年7月：升息一碼（利率調升至5.25%~5.50%）

在美元匯率走勢強勁的情況下，各銀行也搶推美元高利定存，若想跟上升息腳步，可趁此配置部分資金在美元商品，搭配美元高利存款，賺取穩定利息收入，以下小編會整理超過30家銀行的美元定存利率，以及各家銀行的美元定存方案比較。

▶2024新手投資股票完整教學｜五款免付費必備App推薦！

▶統一證券UMONEY開戶介紹》新手入門推薦！五大亮點、開戶優惠一次看！

數位帳戶推薦 ▶懶人包》2024推薦24間銀行數位存款帳戶開戶懶人包

證券帳戶推薦 ▶新手證券開戶攻略》買股票要準備什麼？開戶流程？15家證券戶手續費及特色比較！

外幣定存是什麼 ?

外幣定存是一種投資理財方式，將台幣換成外幣存在外幣帳戶裡；或將外幣(如美金，歐元等）資金存入銀行帳戶，與銀行約定一段期限，可能是1個月到1年不等，直到約定期限到期才能提取，在期間屆滿後得到利息收入。

美金定存好嗎？

眾多外幣定存的選項中，美金定存一直是最熱門，因為美金是全球主流貨幣，若有考慮美金定存，建議存期要放長一點，才具有定存的優勢。如果有在投資美股，或有計畫要去美國念書、工作的話，也可以考慮做美金定存。

2024 銀行美元高利定存專案活動比較

各銀行除了長期的一般美金定存服務外，也會不定期推出高利定存活動，以下整理出12家銀行專案活動：(5月更新)

▶永豐數時貸，貸款最高額度800萬，手續費0元起

▶軍公教貸款》11家銀行貸款優惠利率、總額度、申請條件等方案整理

▶王道味全龍聯名卡》最強應援Captain！李多慧卡面登場，卡優獨家新戶最高享400元

2024 各銀行美元定存利率比較

以下是台灣各銀行美元定存牌告利，最近利率變化大，實際要看當下的利率為準。

美元定存利率比較表 銀行 1個月 3個月 6個月 9個月 1年 華南銀行 3.05 3.45 3.55 3.75 3.85 第一銀行 3.05 3.45 3.55 3.75 3.85 台灣企銀 3.05 3.45 3.58 3.75 3.85 土地銀行 3.05 3.45 3.6 3.75 3.85 合作金庫 3.05 3.45 3.6 3.75 3.85 彰化銀行 3.05 3.45 3.55 3.75 3.85 臺灣銀行 3.05 3.45 3.6 3.75 3.85 兆豐銀行 3.05 3.45 3.55 3.75 3.85 星展銀行 3.1 3.55 3.7 3.9 4.0 渣打銀行(活存) 2.3 3.2 3.4 - 3.6 匯豐銀行 2.6 3.4 3.55 3.75 3.85 凱基銀行 3.05 3.45 3.65 3.75 3.85 聯邦銀行 3.05 3.5 3.7 3.85 4.0 台北富邦 3.05 3.45 3.55 3.75 3.85 陽信銀行 3.05 3.45 3.7 3.85 4.0 元大銀行 3.05 3.5 3.7 3.75 3.95 新光銀行 3.05 3.55 3.6 3.75 3.85 中國信託 3.05 3.45 3.55 3.75 3.85 國泰世華 3.05 3.5 3.7 3.85 3.95 安泰銀行 3.05 3.45 3.6 4 3.85 玉山銀行 3.05 3.45 3.6 3.75 3.85 王道銀行 3.05 3.5 3.7 3.85 3.95 上海銀行 3.05 3.45 3.55 - 3.85 台新銀行 3.05 3.45 3.55 3.75 3.85 台中銀行 3.05 3.45 3.6 3.75 3.85 遠東銀行 3.05 3.45 3.6 3.75 3.85 高雄銀行 3.05 3.45 3.6 3.75 3.85 永豐銀行 3.05 3.45 3.55 3.75 3.85 華泰銀行 3.05 3.45 3.6 3.75 3.85 三信銀行 3.05 3.45 3.6 3.75 3.85 京城銀行 2.75 3.35 3.55 3.75 3.85 瑞興銀行 2.75 3.25 3.5 3.7 3.8 製表:卡優新聞網 資料來源：各銀行官網 (2024/5/7更新)

【2024-05-07 卡優新聞網】https://www.cardu.com.tw",https://www.cardu.com.tw/epoint/detail.php?39993,"為抑制居高不下的通膨，美國聯準會從2022年至2023年7月，一共宣布升息11次，累積升息21碼，來到5.25%~5.50 
%區間。進而推升美元走勢，美金定存利率誘人，不少人想趁勢...",卡優新聞網,2024年05月07日,"['美金', '定存', '美元', '利率']",2
positive,玉山金前4月賺80億元創歷年同期最高EPS 0.51元,"Yushan Jin earned 8 billion yuan in April, hitting the highest EPS of 0.51 yuan in the same period last year","財訊快報 ·

【財訊快報／記者張家瑋報導】根據聯徵中心第一季房貸資料顯示，今年第一季房貸件數5.48萬件，年增39%，統計各年齡層的房貸新增樣本數資料，成長最多的是20至25歲，房貸件數年增51%，25至30與30至35歲同樣年增47%，其中35至45歲則是申請房貸數量最多，樣本數高達2萬件，且年增幅度約為38%，顯示在新青安的助攻下，首購買氣的確踴躍。信義房屋不動產企研室專案經理曾敬德表示，新青安政策給予首購族相當優惠，加上台股資金行情與通膨預期，更讓買盤動能強勁，除了首購受到政策支持外，房價上漲也會激勵換屋族群出爐，因此統計20至50歲的購屋族群房貸新增數量都較去年同期出現三成以上的成長幅度。聯徵中心資料顯示，今年第一季20至35歲的年齡層房貸族增加最為顯著，且購屋總價比一年前多出110至124萬元，30至35歲新增樣本9550件，年增47%，25至30歲新增樣本6077件，年增47%，20至25歲則是新增樣本1741件，年增51%，不過市場上還是以35至45歲購屋族群最多，35至40歲新增樣本1萬件，年增38%，40至45歲同樣新增1萬樣本，年增率達37%。曾敬德指出，從統計資料可以發現，現在",https://tw.stock.yahoo.com/news/%E7%8E%89%E5%B1%B1%E9%87%91%E5%89%8D4%E6%9C%88%E8%B3%BA80%E5%84%84%E5%85%83%E5%89%B5%E6%AD%B7%E5%B9%B4%E5%90%8C%E6%9C%9F%E6%9C%80%E9%AB%98-eps-0-51%E5%85%83-073257131.html,"玉山金(2884-TW) 今(7) 日公布2024 年4 月自結，單月稅後純益17.5 億元，1-4 月累計稅後純益80 
億元，較去年同期增加5.4%，亦創歷年同期最高，每股純益(EPS) 為0.51...",奇摩股市,2024年05月07日,"['歷年', '金前']",2
neutral,貼近台積電！玉山金法說宣布 申設熊本支行,Close to TSMC! Tamayama Golden Dharma Announces Application to Establish Kumamoto Branch,"▲玉山金控總部大樓外觀。（圖／記者湯興漢攝）

記者陳瑩欣／台北報導

玉山金（2884）今（7）日召開法說會，在財管手續費收入創高、以及存放款業務穩健成長等4大利多加持下，前4月稅後純益逾80億元、EPS達0.51元，續創歷年同期新高，總經理陳茂欽宣布就近服務台積電（2330）日本廠，旗下玉山銀行將設熊本出張所（支行）。

玉山金說明，董事會已決議通過發放現金股利1.2元、股票股利0.2元，合計每股1.4元，並待6月14日股東會確認盈餘分配案。

[廣告]請繼續往下閱讀...

以玉山金今日收盤價28.2元估算，現金殖利率達4.26％，在金控股中名列前段班。

法說會後，玉山金同時發布重大訊息公告今年4月稅後純益17.52億元，累計1至4月稅後純益80.02億元，每股稅後純益（EPS）來到0.51元，續創歷年同期新高。主要子公司玉山銀行累計稅後盈餘72.6億元，較去年同期增加4.33%，玉山證券6.4億元，較去年同期增加79.64%。

陳茂欽指出，今 年第一季海外分、子行獲利成長 10.2%，合計貢獻銀行純益 34.8%，顯示獲利能力及風險管理良好。

對於業績看俏，玉山金歸功於受惠於台灣經濟穩健發展，AI及半導體相關產業需求大增，出口及內需動能強勁，總放款年成長9.5%，企業放款及個人放款分別成長8.6%和10.5%。

而在海外布局上，玉山金旗下玉山銀加拿大多倫多分行已獲金管會同意向加拿大主管機關申請設立、馬來西亞吉隆坡代表人辦事處預計下半年開幕，並規劃申設熊本出張所（支行），以搭配福岡分行就近服務台積電及台商供應鏈。",https://finance.ettoday.net/news/2734252,玉山金（2884）今（7）日召開法說會，在財管手續費收入創高、以及存放款業務穩健成長等4大利多加持下，前4月稅後純益逾80億元、EPS達0.51元，續創歷年同期新高，...,ETtoday財經雲,2024年05月07日,"['熊本', '支行', '申設', '金法']",1
positive,玉山金法說報喜前4月獲利80億元續創歷年新高,Yushan Jinfa said that the profit in April before the good news continued to reach a record high of 8 billion yuan.,"華視影音 ·

台北市 / 黃傲天 曹維升 蘇耘寬 柯皇名 許達人 SNG 採訪報導 COMPUTEX台北電腦展今(4)日盛大開幕，輝達執行長黃仁勳，除了跟著各家供應鏈高層，一家一家逛展區。還透露許多發展彩蛋。他自曝將在台灣蓋設計中心和總部，甚至開出千人職缺，至於地點落在哪？他反問哪裡有最好的夜市、表示各地都可能是選項之一。他也和鴻海董事長劉揚偉一起宣布，將以輝達超級晶片GB200伺服器為核心，在高雄建置先進算力中心，預計2026年完工。輝達執行長黃仁勳VS.鴻海科技集團董事長劉揚偉說：「高雄高雄高雄。」輝達執行長黃仁勳，4日參訪COMPUTEX，一到鴻海旗下的鴻佰展區，高雄卻成了口號關鍵字，原來有合作彩蛋，鴻海科技集團董事長劉揚偉VS.輝達執行長黃仁勳說：「我們不只將在高雄建置AI數據中心，鴻海也將在高雄建置AI實驗室和研究中心，和輝達一起合作。」輝達執行長黃仁勳說：「我們正在建置AI人工智慧數據中心，我們正在建置AI工廠。」黃仁勳和劉揚偉握手之外，也不斷輕拍對方的背和手，公布將以輝達超級晶片GB200伺服器為核心，在高雄建置先進算力中心，驅動製造EV和城市三大智慧平台，總計64櫃4608顆CPU，預計2026年完工，高雄市長陳其邁說：「在人才培育的這個部分，也會跟我們高雄的大學跟頂尖大學合作，打造一個完整的AI生態園區。」黃仁勳插旗台灣宣傳台灣，看準指標地位和不可取代性，輝達執行長黃仁勳說：「台灣是很多國際上，重要電腦科技公司的所在地。」輝達看重MIT供應鏈，也持續在台灣深耕。輝達執行長黃仁勳VS.記者說：「未來的幾年內，我們會蓋一個新的建築(設計中心.總部)，所以我們至少可以僱用1000名工程師，(台灣縣市)哪裡有最好的夜市，我覺得我們哪裡都有最好的夜市到處都是，沒錯所以每個地方都是選項。」結合生態系夥伴，推動AI應用方案實質落地，與台灣供應鏈共創多贏局面。 原始連結",https://tw.stock.yahoo.com/news/%E7%8E%89%E5%B1%B1%E9%87%91%E6%B3%95%E8%AA%AA%E5%A0%B1%E5%96%9C-%E5%89%8D4%E6%9C%88%E7%8D%B2%E5%88%A980%E5%84%84%E5%85%83%E7%BA%8C%E5%89%B5%E6%AD%B7%E5%B9%B4%E6%96%B0%E9%AB%98-064417103.html,玉山金控（2884）今（7）日下午召開法人說明會報喜，今年前4月獲利破80億元，每股盈餘0.51元，續創歷年同期新高。法說會公布不少利多，包括首季股東權益報酬率（ROE）...,奇摩股市,2024年05月07日,"['續創', '獲利', '金法']",1
positive,可當n7 車鑰來用、充電最高40% 回饋！Luxgen 攜手玉山銀行推出「LuxCard」亮點聯名卡,"Can be used as n7 car key, charge up to 40% rebate! Luxgen joins hands with Yushan Bank to launch “LuxCard” highlight co-branded card",,https://autos.yahoo.com.tw/news/%E5%8F%AF%E7%95%B6-n7-%E8%BB%8A%E9%91%B0%E4%BE%86%E7%94%A8-%E5%85%85%E9%9B%BB%E6%9C%80%E9%AB%98-40-082222782.html,可當n7 車鑰來用、充電最高40% 回饋！Luxgen 攜手玉山銀行推出「LuxCard」亮點聯名卡.,Yahoo,2024年05月06日,"['推出', 'luxcard', '亮點', '聯名卡']",1
neutral,刷卡繳稅留意四點回饋免縮水,Pay tax by credit card and pay attention to the four points of feedback to avoid shrinkage,"圖／本報資料照片

5月繳稅季，刷卡繳稅已是此一季節的全民運動，銀行業者提醒納稅義務人，特別是小資族，除比較回饋外，今年刷卡繳稅要特別留意四項重點，包含可分期0利率的期數、分期0利率有無最低門檻、回饋是否有設定上限，以及分期後是否還享有回饋等，以免因未注意到、未達條件而不能適用到優惠。

去年台灣受雇勞工平均年薪約54.59萬～70.25萬元，綜合所得稅率位於較低級距的5％或12％，但動輒上看萬元的稅金，對一般民眾來說仍是一筆負擔。銀行業者指出，一般民眾繳的稅金雖不像繳稅大戶那樣，一次要繳上百萬元，但如要精打細算的話，最好選擇提供分期0利率，或是低門檻也可提供回饋信用卡來辦理繳稅。

盤點今年國銀推出的繳稅優惠，玉山銀行繳綜所稅，不限金額6期0利率，綁定全支付可不限金額0.5％全點回饋，但要留意有回饋上限500點，活動贈點總限量250萬點，且對於非私銀和財管會員，設有繳稅回饋與分期方案優惠活動限擇一登錄參加的規定，若同時登錄以分期方案為準。新戶申辦玉山熊本熊卡可享繳稅0.5％現金回饋，或者是申辦玉山Pi拍錢包信用卡，可有最高1,650點P幣回饋及繳稅0.5％現金回饋；其他卡別則提供不同等級的現金回饋，未滿100萬元稅額者可獲得0.2％回饋。

同樣推出分期0利率活動的還有中信銀行，不限卡別，在信用卡固定額度內，可設定3期或6期0利率；刷中信商旅鈦金卡、LINE Pay信用卡或和泰聯名卡繳稅，不限稅額分別可有現金或LINE POINTS或和泰Points 0.1％回饋無上限。

更多工商時報報導

金管會明年金檢 聚焦三重點

台股回跌 兩大內資百億護盤

明年Q4龍潭廠正式啟動",https://tw.stock.yahoo.com/news/%E5%88%B7%E5%8D%A1%E7%B9%B3%E7%A8%85%E7%95%99%E6%84%8F%E5%9B%9B%E9%BB%9E-%E5%9B%9E%E9%A5%8B%E5%85%8D%E7%B8%AE%E6%B0%B4-201000501.html,5月繳稅季，刷卡繳稅已是此一季節的全民運動，銀行業者提醒納稅義務人，特別是小資族，除比較回饋外，今年刷卡繳稅要特別留意四項重點，包含可分期0利率的期數、分期0...,奇摩股市,2024年05月05日,"['刷卡', '繳稅', '留意', '四點']",1
positive,2首獎1楷模獎玉山金蟬聯遠見「ESG企業永續獎」大贏家,2 First Prizes and 1 Model Award Yushan Gold won the Grand Winner of Vision’s “ESG Corporate Sustainability Award”,"玉山蟬聯遠見「ESG企業永續獎」首獎 再創金融業佳績。（玉山提供）

第20屆《遠見雜誌》ESG企業永續獎今(2)日舉辦頒獎典禮，玉山金控再度榮獲ESG企業永續獎「綜合績效-金融保險業」首獎，同時獲頒職場共融組楷模獎，而子公司玉山銀行也榮獲人才發展組首獎。總計本屆玉山共獲得2項首獎1項楷模獎，為本次獲獎最多的金融業者，肯定玉山在人才培育與ESG永續的長期努力成果。

玉山在面對全球性氣候變遷、社會不平等、生物多樣性危機等高挑戰議題，設法超越既有業務思維與框架，以金融結合永續諮詢提供整合性轉型解方，例如發展生物多樣性相關金融產品及服務、落實責任投資等具體作為，榮獲「綜合績效─金融保險業」首獎。

在「人才發展組」方面，玉山長期致力於人才培育並在2022年起推動ESG永續金融人才培育計畫，提升全體同仁ESG思維，讓永續DNA深植於每一位同仁心中，進一步嵌入各項金融產品與服務中，獲得首獎肯定；在「職場共融組」方面，秉持誠信正直、專業負責的核心價值，深信先有滿意的同仁才有滿意的顧客，成立DEI(Diversity多元、Equity公平、Inclusion共融)專責單位落實DEI的價值與實踐，打造以人為本、多元平等的共融職場，獲得楷模獎認同。

玉山金控董事長黃男州表示「The more we do, the more we can do」，玉山這幾年來不僅許下淨零承諾，訂定具體可執行的永續發展藍圖，領先全球發布結合TCFD＆TNFD報告書，同時也是臺灣第1家完成SBT目標審查的金融業者。2023年成立專責的永續新隊形，推動各單位達成淨零目標並兼顧業務發展。

廣告

內部碳管理部分，除了導入內部碳定價外，更已連續三年號召近300家企業參與「玉山ESG永續倡議行動」，偕同專業的顧問團隊共同建立永續轉型平台，與企業一同尋找解決方案，推進企業永續競爭力，共同為臺灣2050年淨零排放努力。

更多中時新聞網報導

通膨高掛 Fed恐唱鷹！美股道瓊重挫570點、20個月來最糟

千億巨獸00919對決00940！年配息10％對上10元存股 績效太殘酷 它配息像台積電「季季高」

和重電亞力一樣賺5元、股價僅一半「3600億政府作多還不敢買」這檔有機會翻倍賺？",https://tw.stock.yahoo.com/news/2%E9%A6%96%E7%8D%8E1%E6%A5%B7%E6%A8%A1%E7%8D%8E-%E7%8E%89%E5%B1%B1%E9%87%91%E8%9F%AC%E8%81%AF%E9%81%A0%E8%A6%8B-esg%E4%BC%81%E6%A5%AD%E6%B0%B8%E7%BA%8C%E7%8D%8E-%E5%A4%A7%E8%B4%8F%E5%AE%B6-092911641.html,第20屆《遠見雜誌》ESG企業永續獎今(2)日舉辦頒獎典禮，玉山金控再度榮獲ESG企業永續獎「綜合績效-金融保險業」首獎，同時獲頒職場共融組楷模獎，而子公司玉山銀行也...,奇摩股市,2024年05月02日,"['首獎', '楷模', '永續', '大贏家']",3
positive,玉山獲選台灣最佳銀行,Yushan was selected as the best bank in Taiwan,"本文共815字

玉山銀行綜合績效長期表現穩健出色，屢獲國內外獎項及評鑑肯定。近期美國重要財經媒體《Global Finance》（全球金融雜誌）公布全球最佳銀行名單，玉山銀行以獲利穩健成長、完善海外布局及數位金融創新等優異表現，獲選為2024年「台灣最佳銀行」。

Global Finance指出，玉山2023年度獲利為歷年新高，在業務規模與國際化布局也有明顯成效。自2012年開展布局亞洲策略，已在十個國家地區有31個營運據點，2023年全年海外獲利成長超過七成，陸續設立泰國曼谷、越南胡志明市、馬來西亞吉隆坡代表人辦事處，也是唯一在日本九州設立福岡分行的台資銀行，串聯亞太金融網絡，提供優質的跨境金融服務，已經成為亞太地區具相當競爭力的區域銀行。

在數位金融創新，玉山充分應用金融科技打造良好的服務旅程，例如已推出全新整合的「e指申請平台」，顧客只需填寫一次資料，可完成達七項的金融業務申請，展現以人為本的數位服務，透過內部整合與創新，提供差異化的服務體驗。綜上，評審們在審酌玉山各方面表現，一致認同玉山為台灣最佳銀行。

此外，玉山在永續發展也屢獲國際機構肯定，在道瓊永續指數（DJSI）、MSCI ESG Rating及Sustainalytics等國際永續評鑑創下台灣金融業最佳表現，Global Finance亦肯定玉山積極參與COP27、COP28及世界生物多樣性峰會等國際倡議，連續三年攜手志同道合企業共同舉辦「玉山ESG永續倡議行動」，並推出「永續轉型平台」，透過顧問式諮詢服務提升企業永續競爭力，成功將ESG融入金融本業，展現金融正向影響力。

玉山金控暨玉山銀行董事長黃男州表示，玉山長期以「綜合績效最好，也最被尊敬的企業」為目標，在顧客的支持與玉山人的共同努力下，財、業務績效及永續成果獲國際媒體肯定。玉山將持續為顧客及股東創造價值，同時致力於落實ESG永續發展，擁抱更多元的夥伴關係，培養永續成長的韌性，為台灣這片土地帶來淨正效益。",https://money.udn.com/money/story/5613/7936524,玉山銀行綜合績效長期表現穩健出色，屢獲國內外獎項及評鑑肯定。近期美國重要財經媒體《Global Finance》（全球金...,經濟日報,2024年05月02日,"['臺灣', '最佳', '獲選']",1
